point1;point2;point3;time
8.88;5.44;4.38;14491
9.11;5.61;3.96;14695
9.45;5.37;3.63;14899
9.83;4.95;4.18;15104
10.59;4.05;3.90;15308
9.69;3.75;3.01;15512
10.18;4.22;2.83;15716
10.91;4.52;4.24;15920
11.45;5.31;3.35;16124
11.72;5.90;3.74;16328
12.16;5.97;3.93;16532
12.33;6.33;3.72;16736
12.33;6.44;4.42;16941
13.08;7.23;5.04;17145
12.09;7.55;5.64;17349
11.54;7.26;4.91;17553
12.66;6.98;5.07;17757
13.13;7.18;4.53;17961
12.55;7.51;5.16;18165
11.43;7.72;5.09;18369
13.13;7.93;5.43;18573
12.72;8.15;5.70;18777
12.15;7.85;6.05;18981
11.75;7.85;6.42;19185
11.21;7.55;6.16;19389
10.68;7.34;5.90;19593
9.58;7.06;5.55;19798
9.34;6.67;5.66;20002
8.87;6.11;5.48;20206
8.20;5.68;5.41;20410
7.35;5.68;4.92;20614
8.64;5.34;4.55;20818
7.14;4.11;3.44;21022
8.20;4.11;3.57;21226
7.55;3.97;3.52;21430
6.67;3.70;3.14;21635
5.93;3.78;2.48;21839
6.18;3.91;1.77;22043
5.65;3.26;2.48;22247
5.14;3.14;2.48;22451
4.37;3.02;2.28;22656
4.73;3.14;2.28;22860
6.44;2.80;2.09;23064
6.64;2.80;2.28;23268
5.72;3.07;1.69;23472
5.21;3.31;1.77;23676
5.90;3.07;1.69;23880
7.03;3.70;2.42;24084
6.44;3.83;2.42;24288
6.08;3.83;1.94;24493
6.26;3.51;1.77;24697
5.90;3.51;1.81;24901
5.90;2.91;1.89;25105
5.05;2.80;1.89;25309
4.89;2.80;1.81;25513
4.73;2.58;1.72;25717
4.34;2.37;1.57;25921
3.52;2.37;1.02;26125
2.80;1.99;0.97;26329
3.19;1.91;1.08;26533
2.73;1.74;1.08;26737
2.84;1.50;0.97;26941
3.24;1.25;0.62;27145
3.12;1.25;0.50;27350
2.40;1.25;0.35;27554
2.30;1.18;0.48;27758
2.54;1.31;0.52;27962
3.47;1.14;0.55;28166
3.79;1.21;0.39;28370
3.98;1.17;0.36;28574
4.47;1.40;0.36;28778
3.90;1.47;0.26;28982
3.69;1.58;0.51;29187
5.07;1.77;0.56;29391
5.84;1.77;0.69;29595
5.50;2.07;0.97;29799
5.16;2.71;1.11;30003
5.00;2.82;1.08;30208
5.33;2.93;1.60;30412
6.20;2.67;1.68;30616
6.69;2.89;1.45;30820
7.08;3.49;1.60;31024
7.91;3.88;1.93;31228
6.50;3.49;1.31;31432
6.80;3.75;1.45;31636
6.92;3.97;1.68;31840
6.72;4.25;1.38;32045
6.64;4.25;2.02;32249
6.84;4.05;2.31;32453
6.64;3.78;2.51;32657
6.08;3.91;2.27;32861
6.08;3.91;2.36;33065
5.90;3.46;2.27;33269
5.90;3.39;2.32;33473
5.45;3.34;2.23;33677
5.98;3.09;2.23;33881
5.98;3.02;2.23;34085
5.63;3.02;2.23;34289
6.72;3.64;2.74;34493
6.34;3.64;2.85;34697
6.16;3.51;2.85;34902
6.24;3.56;2.47;35106
6.42;3.44;2.68;35310
6.80;3.31;2.36;35514
6.42;3.19;2.17;35718
5.95;3.24;2.31;35922
6.13;3.24;2.21;36126
6.05;3.49;2.45;36330
6.05;3.17;2.35;36534
6.13;3.24;2.45;36739
6.61;3.62;2.06;36943
7.00;3.88;2.06;37147
7.00;4.16;2.06;37351
6.61;4.31;2.35;37555
6.42;4.25;2.77;37760
5.77;3.88;2.88;37964
6.31;3.75;2.02;38168
6.31;3.62;1.45;38372
6.89;3.62;1.85;38576
8.94;4.37;2.06;38780
8.26;4.52;2.15;38984
7.74;4.52;2.15;39188
7.12;5.08;2.01;39392
7.12;4.85;0.93;39597
7.44;4.55;0.84;39801
7.04;4.25;2.10;40005
6.08;3.78;2.49;40209
7.86;3.78;2.39;40413
7.65;3.78;2.06;40617
8.20;4.05;2.06;40821
7.15;4.19;2.45;41025
8.43;4.34;2.45;41229
6.95;4.95;2.15;41433
6.19;4.34;1.53;41637
7.36;3.91;1.76;41841
6.30;3.59;2.12;42045
5.94;4.05;1.85;42249
9.02;4.13;2.02;42454
10.38;4.28;2.31;42658
10.53;5.04;2.83;42862
9.44;6.18;3.37;43066
10.32;5.93;3.50;43270
9.58;5.75;2.90;43474
8.78;5.68;3.58;43678
7.47;5.17;3.79;43882
7.26;4.79;3.22;44086
7.47;4.34;2.76;44291
8.11;4.43;2.98;44495
10.22;5.55;4.52;44699
10.73;6.15;4.77;44903
10.73;5.96;4.17;45107
11.81;6.52;4.17;45312
11.42;6.83;4.46;45516
12.83;7.72;4.17;45720
12.83;8.06;4.46;45924
12.25;7.77;5.25;46128
11.15;7.98;5.51;46332
12.25;7.55;5.69;46536
12.25;7.98;6.04;46740
10.73;7.23;5.51;46944
10.73;7.02;4.70;47149
11.10;7.23;5.18;47353
11.37;7.64;5.51;47557
10.68;7.85;5.18;47761
10.43;8.06;5.86;47965
9.78;7.51;5.86;48169
9.29;6.98;5.76;48373
9.15;7.26;5.48;48577
9.02;6.48;5.06;48781
10.70;6.00;4.90;48985
10.59;7.02;4.80;49189
10.85;8.06;5.53;49393
10.48;8.06;5.87;49597
11.00;7.76;6.16;49801
11.70;7.76;5.80;50006
12.55;7.89;5.38;50210
11.59;7.89;5.73;50414
10.53;8.24;5.38;50618
11.87;8.24;6.01;50822
10.94;7.31;6.01;51026
11.21;7.72;5.76;51230
10.43;7.10;5.94;51434
10.43;6.15;5.69;51638
8.87;4.95;4.25;51843
7.76;4.95;3.97;52047
8.28;5.44;3.83;52251
8.28;5.27;3.70;52455
8.83;5.11;3.44;52659
8.73;4.85;3.57;52864
7.85;4.70;3.12;53068
8.07;4.70;3.37;53272
8.07;4.55;3.49;53476
7.72;4.85;3.75;53680
8.83;4.61;3.89;53884
9.44;3.75;3.75;54088
9.92;3.54;4.03;54292
10.43;3.67;3.49;54496
9.68;4.08;4.31;54701
11.21;5.65;6.41;54905
12.03;6.00;8.24;55109
14.72;5.82;8.60;55313
15.89;5.82;9.29;55517
16.22;4.82;8.96;55721
17.61;4.37;9.44;55925
17.97;5.47;9.44;56129
16.56;6.94;10.32;56333
15.36;6.37;10.07;56537
15.04;6.37;10.07;56741
13.48;7.02;9.10;56945
12.89;7.22;8.07;57149
13.01;7.22;8.07;57353
12.72;7.43;7.11;57558
12.15;7.43;7.52;57762
11.98;7.22;7.11;57966
11.43;7.30;5.79;58170
10.74;6.71;5.69;58374
9.98;6.14;5.51;58578
9.02;5.79;4.55;58782
7.77;5.27;4.31;58986
6.95;5.27;3.89;59190
5.83;4.70;3.89;59395
5.22;3.44;3.49;59599
4.59;3.07;2.82;59803
4.00;3.00;1.93;60007
4.14;2.56;1.68;60211
4.74;2.56;1.40;60416
4.44;2.56;1.43;60620
5.55;2.67;1.66;60824
5.83;2.46;1.74;61028
6.76;2.52;1.58;61232
6.19;2.52;1.91;61436
6.87;2.73;1.91;61640
7.07;3.56;1.83;61844
6.49;3.64;2.09;62048
5.58;2.09;1.74;62253
5.25;2.18;1.13;62457
5.25;2.09;0.87;62661
4.92;2.37;0.92;62865
5.08;2.27;1.10;63069
5.94;2.37;1.16;63273
5.76;2.18;1.43;63477
6.12;2.80;1.23;63681
5.51;2.75;1.51;63885
5.86;2.64;1.83;64089
6.22;2.43;1.48;64293
5.86;2.33;1.63;64497
5.45;2.24;1.66;64701
4.86;2.24;1.48;64905
4.40;2.05;1.71;65110
5.69;2.14;2.05;65314
5.41;1.79;1.71;65518
5.25;1.70;1.48;65722
5.41;1.87;1.55;65926
5.25;1.79;1.48;66130
4.77;1.47;1.26;66334
4.46;1.74;1.20;66538
3.89;1.66;1.36;66742
4.23;1.50;1.40;66947
4.23;1.61;1.40;67151
4.14;1.53;1.36;67355
3.73;1.61;1.23;67559
3.34;1.38;1.19;67763
2.87;1.49;1.06;67968
2.28;1.41;0.95;68172
1.83;1.14;0.84;68376
1.32;1.02;0.43;68580
1.25;0.91;0.31;68784
1.42;0.71;0.20;68988
1.21;0.62;0.11;69192
0.88;0.48;0.21;69396
0.50;0.38;0.19;69600
0.33;0.32;0.15;69805
0.55;0.26;0.11;70009
0.59;0.23;0.09;70213
0.45;0.09;0.06;70417
0.70;0.12;0.10;70621
0.53;0.11;0.08;70825
0.47;0.06;0.09;71029
0.43;0.09;0.06;71233
0.30;0.13;0.05;71437
0.69;0.14;0.03;71641
0.74;0.18;0.01;71845
0.94;0.17;0.01;72049
1.08;0.17;0.01;72253
0.76;0.13;0.00;72457
0.71;0.25;0.00;72662
0.93;0.28;0.01;72866
0.88;0.28;0.02;73070
0.71;0.21;0.02;73274
0.91;0.13;0.01;73478
0.97;0.12;0.00;73682
0.78;0.08;0.01;73886
0.99;0.11;0.01;74090
1.76;0.10;0.01;74294
1.35;0.10;0.01;74499
1.31;0.17;0.01;74703
1.45;0.38;0.00;74907
1.98;0.41;nan;75110
2.67;0.32;nan;75313
2.78;0.59;0.00;75517
3.37;0.59;0.00;75721
3.62;0.52;nan;75924
3.24;0.53;nan;76127
3.23;0.46;0.00;76332
2.99;0.47;0.03;76536
3.04;0.31;0.06;76740
3.09;0.26;0.05;76944
3.26;0.35;0.10;77148
3.44;0.31;0.19;77352
3.31;0.54;0.25;77556
3.57;0.83;0.52;77760
4.95;0.99;0.60;77964
5.61;1.14;0.53;78169
6.43;1.51;0.75;78373
6.07;1.92;0.93;78577
5.46;2.49;0.98;78781
6.54;2.60;1.37;78985
6.73;2.55;1.67;79190
7.75;2.35;1.97;79394
7.96;2.88;1.97;79598
7.96;3.48;1.88;79802
9.56;3.88;2.66;80006
10.19;4.51;3.06;80210
11.12;4.51;3.18;80414
12.38;5.57;3.55;80618
13.13;6.47;3.49;80822
13.60;6.97;4.46;81027
14.08;7.29;5.18;81231
14.26;8.04;5.61;81435
14.44;8.61;6.43;81639
13.87;9.21;6.93;81843
13.15;9.59;7.66;82048
12.85;9.02;7.57;82252
12.73;8.69;7.27;82456
13.02;8.60;6.99;82660
12.33;7.64;5.71;82864
12.21;7.85;6.25;83068
11.65;7.76;6.74;83272
11.65;7.14;6.47;83476
9.59;6.75;6.10;83680
9.35;6.75;5.50;83885
8.11;5.82;5.50;84089
6.87;5.58;4.38;84293
6.68;4.92;4.38;84497
7.15;4.92;3.90;84701
7.44;4.16;3.50;84905
7.86;4.40;3.13;85109
7.99;4.31;3.13;85313
7.99;3.62;2.90;85517
7.99;3.49;2.90;85721
9.35;4.31;3.37;85925
9.83;4.31;3.76;86129
9.59;4.16;2.68;86333
8.65;4.46;1.73;86537
9.11;3.62;1.18;86742
8.88;3.62;1.05;86946
8.65;3.41;1.48;87150
9.11;2.67;1.45;87354
9.45;2.93;2.12;87558
9.45;2.71;1.68;87762
8.74;3.17;1.85;87966
7.65;2.50;1.93;88170
7.53;2.71;2.31;88374
6.92;2.54;2.02;88579
7.12;1.63;1.85;88783
7.74;1.01;1.80;88987
7.74;1.58;1.93;89191
9.07;1.29;1.85;89395
8.61;1.43;2.02;89600
8.84;1.18;1.60;89804
7.12;1.18;1.20;90008
6.92;1.39;1.08;90212
6.92;1.32;1.02;90416
7.53;1.42;1.27;90620
6.92;1.42;1.75;90824
5.80;1.42;1.75;91028
5.63;1.21;1.75;91232
5.87;1.11;1.23;91437
5.12;1.45;1.23;91641
5.03;0.93;0.87;91845
4.41;0.99;1.07;92049
4.71;0.99;1.01;92253
4.41;0.55;0.74;92457
3.98;1.05;0.61;92661
3.45;1.01;0.79;92865
3.76;0.61;0.81;93069
4.18;0.17;0.79;93273
3.18;0.14;0.40;93477
3.06;0.29;0.23;93681
3.30;0.31;0.19;93885
2.95;0.37;0.34;94089
2.88;0.55;0.33;94294
2.77;0.63;0.28;94498
3.11;0.59;0.47;94702
3.88;0.63;0.43;94906
3.61;0.63;0.47;95110
3.88;0.79;0.40;95314
3.88;1.06;0.35;95518
4.45;1.19;0.56;95722
4.75;1.46;0.50;95926
4.75;1.51;0.46;96131
5.33;1.51;0.68;96335
6.39;1.91;0.99;96539
6.77;2.28;0.97;96743
6.77;2.24;0.91;96947
7.08;2.80;0.83;97152
6.69;2.98;0.99;97356
7.20;3.10;1.05;97560
7.00;3.29;1.08;97764
7.41;3.68;1.60;97968
7.41;3.62;2.07;98172
7.00;3.57;2.26;98376
6.53;3.70;2.13;98580
6.92;3.83;2.13;98784
6.72;3.78;2.69;98989
6.16;3.86;2.48;99193
5.80;3.78;2.69;99397
5.80;3.72;2.64;99601
5.63;3.72;2.54;99805
5.19;3.59;2.43;100009
6.24;3.59;2.39;100213
6.05;3.59;2.49;100417
5.87;3.72;2.39;100621
5.53;3.72;2.81;100825
5.29;3.34;2.93;101029
4.80;3.17;2.70;101233
4.71;2.93;2.39;101437
4.50;2.71;2.01;101641
4.35;2.39;1.92;101846
3.79;2.39;1.83;102050
3.98;2.30;1.88;102254
4.20;2.46;1.97;102458
3.92;2.16;1.48;102662
4.20;2.10;1.64;102866
4.50;2.16;1.80;103070
4.50;2.07;1.88;103274
4.20;2.16;1.76;103478
3.79;2.16;1.68;103683
3.45;1.56;1.31;103887
3.58;1.61;1.11;104091
3.32;1.61;0.78;104295
3.76;1.69;0.99;104499
3.90;1.80;0.78;104704
4.04;1.98;1.05;104908
4.04;2.16;0.99;105112
4.12;2.07;1.14;105316
3.98;2.07;1.20;105520
3.84;1.89;1.14;105724
3.71;1.72;1.14;105928
3.71;1.89;1.34;106132
3.84;1.98;1.34;106336
3.84;1.80;1.02;106541
3.92;1.98;1.27;106745
4.65;2.56;1.64;106949
4.50;2.41;1.64;107153
4.12;2.22;1.56;107357
4.20;2.31;1.48;107561
4.56;2.41;1.38;107765
4.65;2.41;1.38;107969
5.03;2.62;1.60;108173
5.03;2.73;1.85;108377
4.71;2.73;2.02;108581
4.71;2.62;2.08;108785
4.71;2.67;2.08;108989
4.93;2.89;2.36;109193
5.43;2.73;2.08;109398
5.36;2.77;2.08;109602
5.60;2.77;2.12;109806
5.70;2.71;2.12;110010
5.53;2.82;2.15;110214
5.36;2.93;1.80;110418
5.29;3.05;1.72;110622
5.03;3.12;1.88;110826
5.19;3.12;2.06;111030
5.19;3.05;1.97;111235
5.29;3.12;1.97;111439
5.45;3.24;1.97;111643
5.29;3.24;2.21;111847
5.29;3.62;2.12;112051
5.80;3.62;2.12;112256
6.08;3.49;2.25;112460
5.90;3.49;2.55;112664
5.55;3.49;2.61;112868
5.22;3.49;2.77;113072
5.38;3.24;2.51;113276
5.38;2.89;2.61;113480
5.22;3.24;2.61;113684
4.74;3.12;2.41;113888
4.59;3.12;2.57;114093
4.06;2.73;2.02;114297
3.20;1.98;1.38;114501
3.13;1.80;1.31;114705
3.18;1.80;1.24;114909
2.88;1.72;1.20;115113
2.55;1.37;1.20;115317
2.49;1.26;1.08;115521
2.54;0.98;0.70;115725
2.28;0.94;0.59;115929
2.03;0.76;0.51;116133
2.16;0.71;0.47;116337
1.81;0.57;0.36;116541
1.68;0.44;0.33;116745
1.67;0.38;0.34;116950
2.01;0.31;0.32;117154
2.23;0.31;0.19;117358
3.46;0.38;0.35;117562
3.09;0.21;0.48;117766
2.91;0.25;0.53;117970
3.38;0.24;0.46;118174
3.64;0.14;0.51;118378
3.44;0.06;0.45;118582
3.31;0.08;0.49;118787
2.96;0.09;0.45;118991
4.11;0.13;0.43;119195
4.55;0.09;0.47;119399
4.40;0.13;0.52;119603
4.11;0.10;0.56;119808
4.40;0.07;0.64;120012
4.11;0.13;0.60;120216
3.76;0.07;0.62;120420
3.97;0.05;0.58;120624
3.83;0.09;0.58;120828
3.57;0.14;0.54;121032
3.57;0.17;0.46;121236
3.83;0.26;0.41;121440
3.91;0.29;0.41;121645
3.97;0.29;0.32;121849
4.11;0.32;0.27;122053
4.46;0.38;0.23;122257
4.32;0.45;0.21;122461
4.09;0.43;0.16;122665
4.23;0.31;0.16;122869
4.38;0.35;0.21;123073
4.68;0.56;0.44;123277
4.68;0.57;0.72;123481
4.17;0.50;0.72;123685
4.68;0.66;0.98;123889
4.09;0.66;0.95;124093
3.81;0.70;1.01;124297
4.23;0.88;0.84;124502
4.61;0.78;0.90;124706
3.62;0.52;0.57;124910
3.12;0.48;0.45;125114
3.37;0.60;0.70;125318
3.83;0.58;0.77;125522
3.70;0.54;0.63;125726
3.64;0.58;0.51;125930
3.70;0.78;0.42;126134
3.97;0.94;0.59;126339
4.11;0.97;0.63;126543
4.25;0.97;0.51;126747
4.70;1.16;0.47;126951
4.70;1.09;0.37;127155
4.48;1.03;0.24;127360
4.79;0.87;0.12;127564
4.72;0.81;0.08;127768
5.71;1.29;0.06;127972
5.99;1.22;0.09;128176
6.54;1.33;0.12;128380
6.46;1.26;0.12;128584
7.04;1.13;0.39;128788
6.65;1.40;0.47;128992
6.17;1.59;0.41;129197
6.54;1.67;0.33;129401
6.09;2.01;0.53;129605
5.91;2.14;0.77;129809
5.81;2.43;0.67;130013
5.46;2.70;0.89;130217
5.13;2.70;1.00;130421
4.72;2.49;1.25;130625
4.27;2.29;1.39;130829
4.95;2.34;1.22;131033
4.95;2.34;1.16;131237
5.51;2.34;1.16;131441
7.19;1.83;1.16;131645
9.02;2.14;1.10;131849
9.49;2.05;1.10;132054
9.02;2.23;1.43;132258
8.12;2.37;1.61;132462
8.12;3.26;0.84;132666
7.69;3.77;1.42;132870
6.60;3.72;1.28;133074
5.51;3.59;1.77;133278
5.86;3.53;1.65;133482
6.22;3.04;1.86;133686
6.04;3.11;1.78;133891
6.41;3.48;1.86;134095
6.60;3.11;1.95;134299
6.90;2.76;1.91;134503
7.10;1.92;1.74;134707
7.42;2.19;2.28;134912
7.84;2.39;2.28;135116
8.72;2.23;2.80;135320
6.62;2.39;2.00;135524
6.07;2.59;2.33;135728
5.04;2.55;2.33;135932
5.04;2.61;2.05;136136
3.99;2.40;1.83;136340
3.77;2.02;1.59;136544
3.64;1.93;1.10;136749
4.19;1.93;0.87;136953
4.72;1.93;0.59;137157
5.04;2.07;0.82;137361
5.04;1.98;0.93;137565
5.37;1.89;0.93;137769
5.71;1.89;0.80;137973
5.54;1.69;0.85;138177
4.95;1.53;0.96;138381
5.61;1.53;1.02;138585
5.44;1.39;1.34;138789
5.18;1.94;1.45;138993
5.69;2.22;1.52;139197
5.44;2.13;1.52;139401
4.55;2.13;1.24;139606
4.55;2.32;1.60;139810
5.02;2.32;1.76;140014
5.51;2.32;1.68;140218
4.70;2.42;1.60;140422
5.27;2.42;1.60;140626
5.11;2.42;1.52;140830
5.44;2.37;1.41;141034
6.43;2.48;1.48;141238
6.25;2.37;1.34;141443
6.43;1.91;1.37;141647
6.43;2.18;1.27;141851
5.89;2.48;1.10;142055
6.43;2.69;1.10;142259
5.89;2.91;1.48;142464
6.43;2.96;1.75;142668
5.99;2.96;1.92;142872
6.73;2.96;1.92;143076
6.54;3.19;1.83;143280
7.13;3.19;2.14;143484
7.75;3.31;1.55;143688
8.18;3.51;1.91;143892
8.18;4.05;1.91;144096
8.30;4.95;2.80;144301
8.30;5.04;3.27;144505
7.45;5.20;3.34;144709
6.27;5.14;3.59;144913
5.91;4.82;3.86;145117
5.73;4.22;3.80;145321
4.74;4.13;3.66;145525
4.97;3.59;3.23;145729
5.30;3.59;2.66;145933
4.36;2.86;2.01;146137
3.93;2.86;1.97;146341
3.40;2.58;2.01;146545
3.79;2.33;1.83;146749
4.29;2.28;1.67;146953
4.29;2.33;1.51;147158
4.15;2.33;1.51;147362
3.60;2.43;1.44;147566
3.48;2.14;1.10;147770
3.23;2.33;1.30;147974
2.87;2.10;1.41;148178
2.65;1.75;1.27;148382
2.99;1.59;0.90;148586
2.87;1.44;0.85;148790
2.55;1.30;0.70;148995
3.04;1.59;0.90;149199
3.66;1.51;0.75;149403
3.87;1.30;0.80;149607
4.21;1.37;0.66;149811
4.90;1.17;0.53;150016
4.90;1.30;0.61;150220
4.44;1.59;0.57;150424
4.29;1.51;0.75;150628
4.01;1.30;0.42;150832
3.23;0.72;0.70;151036
2.99;0.87;0.44;151240
2.19;0.90;0.41;151444
1.51;0.79;0.41;151648
1.51;0.95;0.47;151853
1.75;0.84;0.45;152057
2.01;0.70;0.42;152261
1.92;0.45;0.27;152465
1.75;0.36;0.14;152669
1.23;0.45;0.01;152873
0.87;0.49;0.02;153077
0.84;0.47;0.04;153281
0.68;0.40;0.03;153485
0.42;0.34;0.06;153689
0.57;0.31;0.05;153893
0.70;0.23;0.04;154097
0.45;0.17;0.02;154301
0.30;0.07;0.05;154505
0.37;0.04;0.01;154710
0.43;0.03;0.01;154914
0.54;0.02;0.02;155118
0.53;0.02;0.02;155322
0.43;0.01;0.00;155526
0.40;0.02;0.01;155730
0.34;0.02;0.01;155934
0.28;0.01;0.01;156138
0.20;0.00;0.01;156342
0.09;nan;nan;156545
0.01;nan;nan;156747
0.03;nan;nan;156949
0.04;nan;nan;157151
0.01;nan;nan;157353
0.01;nan;nan;157555
0.03;nan;nan;157757
0.09;nan;nan;157959
0.17;nan;nan;158161
0.23;nan;nan;158363
0.37;nan;nan;158565
0.51;0.00;nan;158768
0.93;0.00;nan;158971
1.34;0.01;nan;159174
1.93;0.03;nan;159377
2.89;0.17;nan;159580
2.89;0.22;nan;159783
2.73;0.34;0.00;159987
3.19;0.53;0.02;160191
2.47;0.75;0.05;160395
1.43;0.68;0.04;160600
1.82;0.48;0.08;160804
2.18;0.40;0.16;161008
1.78;0.41;0.14;161212
2.37;0.54;0.12;161416
2.64;0.62;0.02;161620
3.09;0.25;0.00;161824
2.53;0.17;0.00;162028
2.49;0.33;0.02;162232
2.01;0.40;0.04;162436
1.96;0.46;0.09;162640
2.14;0.54;0.09;162844
1.78;0.33;0.28;163048
1.62;0.43;0.39;163252
1.03;0.33;0.44;163457
0.47;0.25;0.32;163661
0.52;0.10;0.22;163865
0.54;0.04;0.29;164069
1.28;0.10;0.18;164273
0.76;0.13;0.20;164477
1.17;0.10;0.24;164681
3.81;0.19;0.32;164885
5.06;0.12;0.41;165089
4.75;0.22;0.49;165294
4.97;0.61;0.55;165498
4.97;0.57;0.88;165702
4.97;0.79;0.78;165906
5.06;1.03;0.44;166110
4.66;1.22;0.44;166315
4.73;1.58;0.57;166519
3.86;1.62;0.80;166723
3.99;1.50;0.90;166927
3.21;1.03;0.75;167131
3.86;1.39;0.66;167335
3.72;1.86;0.61;167539
4.66;2.12;0.61;167743
4.36;2.47;0.66;167947
6.28;2.47;0.96;168152
6.38;2.53;1.07;168356
7.07;3.21;1.60;168560
7.39;3.16;1.76;168764
6.52;3.35;2.07;168968
4.95;3.06;1.94;169172
3.51;2.56;1.61;169376
1.99;1.81;0.67;169580
1.18;1.06;0.26;169784
2.32;0.36;0.13;169988
5.02;0.81;0.26;170192
6.33;1.61;0.34;170396
8.27;2.42;0.54;170600
9.32;2.80;0.89;170804
9.70;3.78;1.25;171009
10.34;4.42;1.91;171213
10.38;4.82;2.75;171417
10.53;5.07;2.60;171621
10.94;5.16;2.60;171825
11.09;5.43;3.04;172029
11.24;6.05;3.23;172233
11.13;6.72;3.95;172437
10.76;6.64;4.46;172641
10.25;6.38;4.63;172846
9.17;6.12;4.88;173050
9.65;5.94;4.27;173254
10.14;5.76;4.21;173458
10.29;5.35;3.79;173662
9.94;5.51;4.01;173867
9.21;6.22;3.23;174071
10.44;6.15;3.55;174275
9.45;5.97;4.23;174479
9.35;6.08;4.23;174683
9.59;5.55;4.09;174887
9.73;5.21;3.68;175091
9.73;5.82;4.32;175295
10.23;5.82;4.40;175499
9.88;5.75;4.25;175704
9.88;5.58;4.11;175908
9.29;5.58;3.78;176112
8.60;5.34;4.05;176316
8.37;5.18;3.99;176520
8.15;4.95;3.46;176724
7.85;4.48;3.80;176928
7.23;4.48;3.11;177132
7.03;4.19;3.48;177336
6.64;3.78;3.06;177540
4.14;2.48;2.35;177744
3.78;1.99;1.85;177948
3.52;1.43;2.02;178152
3.03;1.25;2.36;178356
2.96;1.77;2.47;178561
2.73;1.77;2.53;178765
2.89;1.61;2.53;178969
2.67;1.43;2.13;179173
2.89;1.61;1.95;179377
2.61;1.46;1.62;179581
2.71;1.46;1.39;179785
3.17;1.41;1.15;179989
3.55;1.34;1.12;180193
3.05;1.27;1.09;180398
2.94;1.41;1.03;180602
3.62;1.98;1.31;180806
3.75;1.75;1.24;181010
3.00;1.98;1.18;181214
2.71;2.26;1.24;181419
3.68;2.26;1.05;181623
3.81;2.26;1.11;181827
4.68;2.35;1.08;182031
5.15;2.26;1.24;182235
5.48;2.46;1.45;182439
6.01;2.84;1.53;182643
6.30;3.12;1.93;182847
6.76;3.49;2.21;183051
5.76;3.49;1.93;183256
5.76;3.44;2.83;183460
5.41;3.56;2.51;183664
4.61;3.19;2.57;183868
4.92;3.19;2.57;184072
5.08;3.31;1.81;184276
5.25;3.14;1.35;184480
5.25;3.14;1.42;184684
4.70;3.14;1.42;184888
4.77;3.14;0.86;185092
4.77;2.86;1.15;185296
4.55;2.54;1.42;185500
4.31;2.58;1.57;185704
4.03;2.43;1.42;185908
4.46;2.64;1.39;186113
5.25;2.43;1.00;186317
4.92;2.64;1.03;186521
5.41;2.64;0.91;186725
5.25;2.86;0.91;186929
5.25;3.09;0.81;187133
5.51;3.46;0.91;187337
5.51;3.67;1.65;187541
6.22;3.67;1.65;187745
6.22;3.80;1.57;187950
5.18;2.93;1.28;188154
4.86;3.05;1.49;188358
4.25;2.93;1.19;188562
3.97;2.60;1.09;188766
3.37;2.60;1.21;188971
3.24;2.39;1.32;189175
2.94;2.10;1.32;189379
2.82;2.29;1.39;189583
2.54;2.01;1.32;189787
2.24;2.01;1.06;189991
2.38;1.87;0.95;190195
2.32;1.87;1.00;190399
2.23;1.74;1.03;190603
