point1;point2;point3;time
1.99;1.50;1.03;190808
1.45;1.38;1.09;191012
1.60;1.53;1.18;191216
1.34;1.27;0.91;191420
2.06;0.99;0.70;191624
2.15;0.68;0.63;191828
2.29;0.67;0.55;192032
1.83;0.54;0.49;192236
1.75;0.65;0.70;192440
1.87;0.62;0.79;192644
1.82;0.55;0.81;192848
1.50;0.66;0.87;193052
1.77;0.57;0.81;193256
2.22;0.59;0.72;193460
3.07;0.51;0.64;193665
2.78;0.60;0.45;193869
3.24;0.79;0.32;194073
4.32;1.06;0.52;194277
4.17;1.25;0.64;194481
3.81;1.46;0.73;194685
3.76;1.46;0.64;194889
3.95;1.86;0.57;195093
4.01;1.95;0.70;195297
4.01;2.04;0.96;195502
5.15;2.13;0.87;195706
5.66;2.17;1.04;195910
5.94;2.27;1.16;196114
6.22;2.27;1.30;196318
6.99;2.90;1.04;196523
6.60;3.08;1.33;196727
6.99;2.92;1.59;196931
7.51;2.69;1.83;197135
7.31;2.69;2.06;197339
6.90;2.80;1.97;197543
6.63;3.03;2.06;197747
6.25;2.76;2.50;197951
5.47;2.65;2.30;198155
5.99;2.65;1.72;198360
5.92;2.61;1.57;198564
4.60;1.93;0.66;198768
3.96;1.93;0.54;198972
3.96;1.98;0.71;199176
3.69;1.89;1.02;199380
3.55;1.77;0.94;199584
3.37;1.86;0.92;199788
3.25;1.69;0.98;199992
3.50;1.58;0.87;200196
4.71;1.66;0.92;200400
5.36;1.82;0.87;200604
4.56;1.87;0.79;200808
4.56;1.96;1.07;201012
4.71;2.01;1.30;201217
4.41;2.01;1.04;201421
3.98;1.84;0.93;201625
4.41;2.60;1.37;201829
5.26;2.60;1.41;202033
4.62;2.60;1.56;202237
5.26;2.39;1.72;202441
5.43;2.54;1.80;202645
5.77;2.44;1.88;202849
6.13;2.48;2.19;203054
5.43;2.63;2.29;203258
5.09;2.63;2.01;203462
4.56;2.58;1.96;203666
4.32;2.69;1.96;203870
3.90;2.48;1.83;204075
3.63;2.48;1.83;204279
4.32;2.14;2.01;204483
4.62;2.05;1.83;204687
4.62;2.14;1.51;204891
5.43;2.24;1.34;205095
5.26;2.54;1.56;205299
4.93;2.64;1.88;205503
5.09;2.54;1.83;205707
5.09;2.54;2.01;205912
5.50;2.69;1.92;206116
5.84;2.42;2.19;206320
6.47;1.94;1.87;206524
5.40;2.26;1.47;206728
5.30;2.16;1.62;206932
6.63;2.30;1.58;207136
7.54;2.24;1.22;207340
7.54;2.48;1.43;207544
7.54;3.15;1.53;207748
9.09;3.52;1.49;207952
8.99;3.98;1.81;208156
9.47;4.96;1.93;208360
10.10;4.90;2.40;208564
10.50;4.59;2.61;208769
10.76;4.14;2.30;208973
10.25;4.14;2.11;209177
9.03;3.92;1.41;209381
8.35;4.14;2.25;209585
8.04;4.29;2.34;209789
7.00;4.14;1.97;209993
7.61;4.14;2.15;210197
6.80;4.29;2.34;210401
6.61;4.44;2.15;210606
6.80;4.29;2.25;210810
7.00;4.09;2.25;211014
6.50;3.81;2.44;211218
6.50;3.95;2.44;211422
6.69;4.09;2.30;211627
7.08;3.81;2.50;211831
6.69;4.23;2.61;212035
7.20;4.37;3.06;212239
8.71;5.25;3.62;212443
8.94;5.25;3.89;212647
9.07;5.76;4.03;212851
9.21;6.22;4.40;213055
9.21;6.41;5.02;213259
8.88;6.15;5.44;213464
8.43;5.90;5.54;213668
8.20;5.55;5.14;213872
7.07;5.48;4.45;214076
6.30;5.14;3.74;214280
6.30;4.31;3.96;214484
5.76;3.88;2.95;214688
5.58;3.49;2.21;214892
5.58;2.95;1.60;215096
5.94;2.62;1.42;215300
6.12;2.52;1.35;215504
5.18;2.41;1.28;215708
5.02;2.41;1.28;215912
5.35;2.58;1.35;216116
5.25;2.48;1.15;216321
4.77;2.18;1.39;216525
5.25;2.09;1.62;216729
5.08;1.91;1.46;216933
5.08;1.91;1.25;217137
4.92;1.91;1.12;217341
4.46;1.82;1.12;217545
3.68;1.82;1.06;217749
3.05;1.74;1.12;217953
2.94;1.50;0.81;218158
2.65;1.31;0.91;218362
3.22;1.06;0.76;218566
3.22;0.89;0.50;218770
2.48;0.83;0.43;218974
2.59;0.56;0.27;219179
2.19;0.58;0.20;219383
1.83;0.54;0.07;219587
1.12;0.31;0.02;219791
0.84;0.31;0.02;219995
0.69;0.29;0.02;220199
0.86;0.20;0.02;220403
0.97;0.12;0.01;220607
0.91;0.15;0.00;220811
1.11;0.14;nan;221015
0.94;0.02;nan;221218
0.99;0.00;nan;221421
0.85;0.00;nan;221624
0.85;0.00;nan;221827
0.72;0.01;nan;222030
0.59;0.00;nan;222233
0.39;nan;nan;222435
0.39;nan;nan;222637
0.63;nan;nan;222839
0.58;nan;nan;223041
0.67;nan;nan;223243
0.63;nan;nan;223446
0.54;nan;nan;223648
0.32;nan;nan;223850
0.12;nan;nan;224052
0.04;nan;nan;224254
0.01;nan;nan;224456
0.00;nan;nan;224658
0.01;nan;0.01;224861
0.01;nan;0.03;225064
0.02;nan;0.09;225267
0.04;0.00;0.09;225471
0.11;0.00;0.16;225675
0.14;0.00;0.22;225880
0.21;0.00;0.25;226084
0.28;0.01;0.36;226288
0.47;0.01;0.39;226492
0.43;0.02;0.38;226696
0.42;0.00;0.32;226900
0.84;0.00;0.32;227104
1.44;0.00;0.25;227308
1.10;0.02;0.31;227512
1.59;0.06;0.35;227716
1.88;0.09;0.35;227920
2.34;0.16;0.47;228124
2.61;0.16;0.51;228328
2.36;0.13;0.47;228532
2.56;0.07;0.49;228737
3.01;0.07;0.57;228941
3.57;0.06;0.59;229145
4.11;0.05;0.59;229349
4.19;0.05;0.57;229553
4.19;0.10;0.61;229757
4.28;0.13;0.52;229961
3.85;0.12;0.46;230165
3.33;0.09;0.27;230369
2.64;0.11;0.24;230574
2.09;0.17;0.32;230778
1.66;0.17;0.38;230982
1.61;0.23;0.35;231186
1.46;0.15;0.48;231390
1.21;0.20;0.50;231595
1.35;0.18;0.58;231799
2.07;0.18;0.58;232003
2.07;0.18;0.60;232207
1.98;0.09;0.38;232411
2.13;0.07;0.45;232615
2.22;0.08;0.56;232819
2.32;0.07;0.48;233023
3.19;0.07;0.48;233227
4.34;0.19;0.74;233432
5.11;0.17;0.84;233636
6.90;0.19;1.03;233840
7.84;0.24;1.16;234044
7.42;0.24;1.09;234248
7.22;0.24;1.12;234452
7.31;0.30;1.09;234656
6.90;0.45;1.18;234860
6.71;0.56;1.74;235064
6.22;0.60;1.87;235268
5.76;0.84;1.87;235472
5.32;1.06;2.05;235676
5.32;1.25;1.87;235880
5.66;1.39;1.66;236084
5.49;1.61;1.29;236289
5.42;1.86;1.53;236493
5.09;1.77;1.53;236697
5.76;1.69;1.49;236901
5.51;1.69;1.24;237105
5.35;1.69;1.31;237309
5.18;2.13;1.31;237513
5.18;2.13;1.45;237717
5.11;2.28;1.48;237921
5.27;2.58;1.52;238126
5.20;2.54;1.55;238330
4.73;2.43;1.71;238534
4.73;2.60;1.63;238738
4.42;2.49;1.71;238942
4.57;2.49;1.71;239147
4.73;2.15;1.71;239351
4.51;2.15;1.68;239555
4.51;2.45;1.45;239759
4.22;2.51;1.45;239963
4.36;2.36;1.76;240167
4.13;2.36;1.76;240371
4.13;2.36;1.72;240575
4.13;2.13;1.42;240779
3.09;1.65;1.15;240984
3.21;1.57;1.21;241188
3.21;1.86;1.15;241392
3.59;1.95;1.02;241596
3.09;1.86;0.97;241800
3.46;1.78;1.21;242004
3.33;1.86;1.15;242208
3.04;1.86;0.97;242412
2.93;1.86;1.15;242616
3.16;1.51;1.21;242820
3.04;1.66;1.15;243024
2.93;1.48;1.18;243228
2.86;1.55;1.06;243432
2.75;1.40;0.94;243636
2.91;1.63;1.06;243841
3.39;2.05;1.46;244045
3.39;1.96;1.46;244249
3.31;1.91;1.50;244453
3.19;1.95;1.61;244657
3.57;1.95;1.32;244861
4.40;1.81;1.42;245065
3.57;1.73;1.42;245269
3.44;1.76;1.38;245473
4.11;1.60;1.31;245678
4.11;1.60;1.20;245882
3.91;1.68;1.02;246086
3.83;1.68;1.04;246290
3.57;1.76;1.04;246494
3.57;1.93;0.95;246699
3.57;1.85;0.90;246903
3.62;2.02;1.26;247107
3.62;1.90;1.33;247311
3.49;1.90;1.19;247515
3.76;1.90;1.13;247719
4.32;1.90;1.19;247923
4.11;2.12;1.01;248127
3.57;2.02;1.04;248331
3.57;2.12;1.01;248536
3.51;2.21;1.19;248740
3.78;1.99;1.36;248944
3.64;2.47;1.40;249148
4.19;2.32;1.47;249352
4.64;2.23;1.44;249556
4.42;2.42;1.51;249760
4.34;2.28;1.63;249964
4.34;2.48;1.63;250168
4.34;2.38;1.48;250372
4.55;2.19;1.38;250576
4.25;2.19;1.45;250780
4.25;2.19;1.52;250984
4.55;2.28;1.45;251188
4.11;1.54;0.85;251393
4.64;1.62;0.96;251597
5.11;1.81;0.98;251801
5.44;2.17;1.23;252005
5.44;2.04;1.01;252209
5.11;1.62;1.09;252413
5.89;2.23;1.22;252617
5.71;2.28;0.97;252821
5.71;2.38;0.95;253025
6.63;2.48;0.81;253230
6.74;2.34;0.95;253434
6.17;3.10;1.13;253638
6.55;3.22;1.26;253842
6.47;3.17;1.47;254046
6.66;3.42;1.78;254251
7.67;4.23;2.39;254455
7.17;3.95;2.81;254659
6.77;4.17;2.87;254863
6.39;3.75;2.65;255067
6.20;3.70;2.61;255271
6.20;4.03;2.50;255475
6.47;3.83;2.46;255679
6.28;3.83;2.46;255883
6.94;3.97;2.84;256088
6.74;3.83;2.84;256292
7.54;4.03;2.73;256496
8.41;3.89;2.52;256700
10.57;3.89;2.62;256904
11.79;3.68;2.89;257108
11.79;4.59;2.78;257312
11.13;5.22;3.76;257516
10.61;5.22;3.76;257720
10.50;5.32;3.97;257924
10.50;5.15;3.57;258128
10.25;5.25;3.83;258332
9.17;5.08;4.11;258536
10.91;5.25;3.51;258740
9.79;5.35;3.39;258945
9.79;5.69;3.14;259149
11.22;5.45;3.78;259353
11.49;5.45;2.97;259557
9.83;4.64;3.46;259761
7.15;3.72;3.59;259965
6.76;2.98;2.19;260169
5.83;2.54;2.29;260373
6.95;2.64;1.88;260577
6.57;2.05;0.77;260782
6.01;1.52;0.59;260986
4.99;1.71;0.39;261190
4.37;1.47;0.23;261394
5.32;1.55;0.19;261598
5.06;1.40;0.12;261803
3.47;0.57;0.04;262007
3.79;0.59;0.05;262211
3.79;0.84;0.01;262415
4.20;0.94;0.00;262619
4.20;1.00;0.00;262823
4.35;1.25;0.00;263027
4.26;1.46;0.01;263231
4.12;1.39;0.03;263435
4.41;1.46;0.12;263640
3.90;1.69;0.29;263844
4.04;1.53;0.36;264048
4.78;1.46;0.42;264252
4.47;1.42;0.57;264456
4.10;1.98;0.53;264660
3.90;2.07;0.75;264864
3.82;2.36;1.08;265068
3.06;2.16;1.20;265272
3.06;1.81;1.20;265476
2.72;1.57;0.99;265680
3.61;1.49;0.75;265884
4.16;1.49;0.70;266088
4.53;1.64;0.48;266292
4.24;1.98;0.28;266497
4.10;2.07;0.25;266701
3.30;1.94;0.42;266905
4.53;1.86;0.61;267109
4.38;1.86;0.80;267313
4.38;2.03;1.02;267517
4.53;2.22;0.93;267721
4.24;2.52;1.11;267925
3.76;2.73;1.17;268129
3.96;2.58;1.28;268334
4.10;2.28;1.38;268538
4.84;2.48;1.42;268742
6.02;2.91;1.57;268946
6.39;3.14;1.69;269150
5.16;3.14;1.69;269355
5.23;2.91;1.61;269559
6.28;2.80;1.64;269763
7.46;3.07;1.72;269967
7.88;2.84;1.89;270171
7.37;3.75;2.16;270375
8.00;4.03;2.16;270579
8.57;4.31;2.21;270783
8.35;4.31;2.61;270987
8.35;4.40;2.94;271192
7.49;4.40;2.78;271396
6.31;4.55;2.16;271600
5.77;4.55;3.01;271804
7.08;4.55;2.89;272008
8.35;4.40;2.67;272212
8.13;3.62;2.16;272416
8.48;3.97;2.16;272620
7.61;3.97;1.98;272824
7.82;4.25;2.67;273028
8.04;3.78;2.46;273232
8.17;4.05;2.67;273436
8.17;3.78;3.07;273640
7.53;3.57;3.02;273844
7.65;3.57;2.42;274049
8.30;3.97;2.32;274253
8.74;4.40;2.22;274457
8.52;4.64;2.13;274661
8.52;4.34;2.84;274865
7.77;4.64;2.91;275069
8.43;4.43;3.02;275273
10.33;5.72;3.99;275477
10.48;6.44;4.28;275681
11.70;6.64;4.73;275886
10.90;6.18;4.66;276090
10.13;6.29;4.51;276294
7.52;6.11;4.45;276498
5.62;5.24;4.84;276702
5.02;4.85;3.18;276907
4.11;4.11;2.31;277111
5.02;3.26;1.53;277315
5.18;2.80;1.41;277519
5.86;2.27;1.31;277723
6.04;2.80;0.57;277927
5.51;2.48;0.36;278131
4.40;2.27;0.26;278335
4.25;2.27;0.17;278539
4.86;2.18;0.16;278744
4.86;1.74;0.13;278948
4.86;1.99;0.05;279152
4.70;2.27;0.03;279356
4.70;2.43;0.12;279560
4.61;2.75;0.26;279764
4.92;2.75;0.47;279968
4.46;2.80;0.57;280172
3.81;3.14;0.67;280376
4.68;3.39;0.79;280580
5.66;3.39;1.26;280784
5.83;3.78;1.40;280988
6.27;4.05;1.19;281192
6.84;4.34;1.55;281396
7.04;4.48;1.87;281601
7.24;4.85;1.96;281805
7.32;5.01;2.54;282009
7.95;5.18;2.86;282213
7.95;5.34;2.97;282417
8.61;6.04;3.21;282621
9.31;6.22;3.59;282825
7.53;5.08;2.75;283029
7.86;5.08;3.33;283233
7.86;5.08;3.99;283438
7.44;4.76;3.93;283642
7.44;4.46;3.93;283846
7.99;4.22;3.59;284050
8.43;3.80;3.46;284254
8.11;3.67;2.86;284459
6.12;3.54;2.97;284663
6.99;3.54;2.75;284867
5.86;3.62;2.93;285071
5.25;3.36;2.60;285275
5.25;3.70;2.88;285479
4.68;3.51;2.35;285683
4.99;3.19;2.15;285887
6.19;3.64;2.83;286091
6.19;3.56;2.51;286296
6.01;3.31;2.31;286500
5.66;3.44;2.41;286704
5.38;3.56;2.31;286908
5.38;3.44;2.12;287112
5.38;3.31;2.12;287316
5.55;3.12;2.35;287520
5.55;3.00;2.21;287724
4.99;2.89;2.02;287928
4.29;2.56;1.93;288132
4.90;2.56;1.93;288336
4.59;2.52;1.85;288540
4.14;2.46;1.93;288744
3.47;2.41;1.76;288948
3.47;2.22;1.68;289153
3.22;2.31;1.76;289357
3.47;2.22;1.45;289561
3.03;1.89;1.68;289765
2.98;1.89;1.45;289969
3.22;1.64;1.38;290173
2.87;1.67;1.27;290377
3.27;1.52;0.85;290581
3.52;1.52;0.51;290785
3.71;1.30;0.44;290990
3.45;1.37;0.65;291194
3.58;1.30;0.90;291398
3.20;1.13;0.79;291602
3.01;1.01;0.95;291806
3.01;0.82;1.19;292011
2.90;0.63;1.55;292215
3.25;0.62;1.74;292419
2.72;0.58;1.58;292623
2.51;0.71;2.05;292827
2.41;0.81;2.05;293031
2.15;0.83;1.55;293235
2.01;0.78;1.50;293439
1.23;0.42;0.92;293643
1.51;0.33;0.76;293848
1.40;0.28;0.48;294052
1.79;0.26;0.48;294256
2.64;0.24;0.56;294460
3.85;0.44;0.74;294664
4.42;0.56;0.69;294868
5.99;0.63;0.81;295072
7.05;0.84;0.71;295276
8.76;1.04;0.76;295480
9.75;1.58;0.66;295684
11.18;3.10;0.71;295888
10.14;3.81;1.61;296092
8.39;4.37;2.37;296296
5.45;4.03;2.43;296500
5.45;3.70;3.21;296705
5.63;3.07;1.67;296909
4.35;2.96;2.01;297113
4.06;3.14;1.37;297317
5.29;2.91;1.37;297521
5.80;3.14;1.44;297725
5.63;2.91;1.40;297929
6.61;3.03;1.59;298133
6.53;3.14;1.44;298337
7.95;3.57;1.44;298542
7.86;4.34;1.37;298746
8.52;5.11;1.62;298950
10.18;5.55;2.14;299154
11.77;5.72;2.97;299358
11.93;6.26;3.53;299563
12.09;7.43;3.93;299767
13.25;8.20;4.97;299971
14.03;7.98;5.57;300175
14.34;8.11;5.84;300379
13.60;8.91;5.60;300583
12.89;9.05;6.13;300787
13.18;8.37;6.24;300991
13.18;8.50;6.61;301195
12.60;8.06;6.72;301400
11.87;7.85;6.84;301604
11.32;7.85;6.64;301808
11.05;7.63;6.45;302012
11.05;7.02;5.90;302216
10.53;6.71;5.73;302420
10.28;6.07;5.38;302624
10.79;6.14;5.22;302828
10.79;5.96;5.22;303032
10.28;5.79;5.45;303236
9.78;6.14;5.06;303440
10.02;5.79;4.50;303644
9.53;5.61;4.29;303848
8.03;4.48;3.52;304052
8.24;4.34;3.40;304257
7.60;4.34;2.96;304461
7.07;4.34;2.23;304665
6.30;4.40;2.17;304869
6.19;3.83;2.47;305073
6.19;3.83;2.57;305277
5.55;3.36;3.01;305481
5.80;3.24;2.51;305685
5.53;3.12;1.53;305889
5.53;2.82;1.24;306094
5.60;2.54;1.88;306298
4.84;2.28;1.92;306502
4.45;2.03;1.83;306706
4.22;2.03;2.23;306910
5.99;2.16;2.54;307115
7.75;2.40;3.14;307319
9.09;2.30;4.13;307523
12.35;2.61;4.73;307727
12.07;3.29;5.30;307931
11.67;2.94;5.14;308135
11.67;2.71;6.28;308339
11.83;2.94;6.02;308543
12.11;3.29;6.58;308747
10.76;3.42;6.13;308952
11.02;2.94;4.78;309156
10.00;2.94;5.09;309360
8.00;2.40;4.32;309564
7.79;2.82;3.90;309768
7.67;2.94;3.37;309972
7.34;2.94;3.37;310176
7.34;3.10;3.43;310380
7.42;3.52;2.95;310584
8.28;3.79;3.11;310788
7.84;3.27;2.88;310992
7.84;3.52;2.70;311196
7.42;3.79;3.16;311400
8.06;3.79;2.97;311604
7.63;4.50;2.97;311809
8.41;4.90;2.75;312013
8.41;4.74;2.64;312217
9.33;5.06;3.46;312421
9.09;5.83;3.09;312625
8.31;6.01;2.86;312829
8.99;5.94;3.46;313033
8.99;5.94;3.53;313237
9.13;6.04;3.16;313441
9.13;5.86;3.66;313646
7.37;5.79;3.88;313850
8.90;5.11;4.16;314054
10.87;4.95;4.38;314258
10.14;4.95;4.01;314462
7.41;4.49;3.18;314667
7.20;4.20;3.06;314871
7.61;3.52;3.23;315075
8.04;3.03;2.51;315279
8.94;3.27;2.35;315483
9.17;3.78;2.55;315687
8.39;4.00;2.35;315891
8.04;3.65;2.15;316095
8.39;3.91;1.97;316299
7.41;4.49;1.64;316504
7.00;4.20;2.06;316708
7.08;4.05;2.29;316912
6.69;3.91;2.81;317116
6.02;3.32;2.49;317320
6.39;3.12;1.75;317524
7.79;3.75;2.60;317728
8.22;3.42;2.14;317932
8.13;3.68;2.14;318136
7.70;3.81;1.99;318340
7.49;3.81;2.42;318544
6.69;3.68;2.73;318748
6.89;3.62;2.62;318952
6.31;3.24;2.32;319156
4.93;2.78;1.86;319361
4.47;2.56;1.77;319565
4.62;2.46;2.03;319769
4.93;1.98;1.86;319973
5.33;2.07;1.61;320177
4.01;1.89;1.25;320381
3.66;1.81;1.25;320585
3.09;1.81;1.12;320789
3.33;1.89;1.25;320993
2.80;1.42;1.18;321198
2.62;1.17;1.08;321402
2.96;1.24;1.08;321606
3.19;1.01;1.15;321810
3.62;1.20;1.72;322014
5.35;1.33;2.56;322219
6.79;1.43;2.46;322423
6.33;1.36;2.67;322627
7.72;1.74;2.42;322831
8.06;2.00;1.81;323035
8.63;2.28;1.42;323239
9.47;2.00;1.72;323443
8.99;2.48;2.07;323647
9.13;3.22;1.76;323851
9.85;2.98;1.93;324056
9.75;2.54;1.93;324260
9.03;2.76;2.02;324464
7.08;2.71;1.05;324668
7.29;2.78;1.24;324872
6.89;2.56;0.83;325076
6.69;2.46;1.02;325280
5.60;2.67;0.97;325484
5.43;2.89;1.15;325688
6.50;2.67;1.35;325892
6.50;3.00;1.46;326096
5.77;3.12;1.49;326300
5.95;2.78;1.49;326504
6.13;2.67;1.57;326708
6.31;2.36;1.72;326913
6.31;2.71;1.28;327117
6.13;3.05;1.42;327321
6.13;3.00;1.35;327525
5.77;3.24;1.35;327729
5.60;3.17;2.02;327933
5.60;3.37;2.26;328137
7.08;4.09;2.89;328341
6.31;4.03;3.01;328545
5.95;4.03;2.62;328750
5.95;3.75;2.96;328954
6.69;3.62;2.62;329158
6.42;3.44;2.91;329362
6.13;3.32;2.22;329566
5.77;3.19;1.66;329771
5.67;3.19;1.03;329975
6.02;2.96;1.29;330179
5.84;2.63;1.22;330383
6.02;2.63;1.29;330587
6.50;2.52;1.29;330791
5.77;2.78;1.32;330995
6.13;2.67;1.50;331199
5.77;2.67;1.18;331403
5.60;2.63;1.00;331608
6.50;2.63;1.12;331812
6.42;2.63;0.86;332016
5.87;2.63;1.08;332220
5.29;2.96;1.32;332424
4.96;2.91;1.32;332628
4.96;2.80;1.32;332832
4.80;2.58;0.76;333036
4.20;2.58;0.52;333240
4.20;2.54;0.60;333444
4.50;2.24;0.56;333648
4.06;2.05;0.64;333852
3.92;2.24;0.87;334056
4.80;2.01;0.92;334260
4.80;1.92;0.81;334465
4.96;2.20;0.87;334669
5.45;2.82;1.03;334873
5.90;3.05;1.03;335077
5.73;3.17;0.92;335281
5.55;3.29;1.50;335485
3.87;2.60;1.22;335689
3.47;2.46;1.19;335893
3.60;2.46;1.40;336097
3.87;2.07;1.44;336302
3.60;1.89;1.44;336506
3.87;1.89;1.30;336710
4.35;1.80;1.17;336914
4.00;2.07;1.14;337118
3.60;2.16;1.14;337323
3.22;2.16;1.41;337527
2.48;2.07;1.48;337731
1.66;1.98;1.56;337935
0.98;1.56;1.48;338139
1.06;1.41;0.80;338343
1.70;1.27;0.66;338547
2.08;1.72;0.66;338751
2.47;1.64;0.53;338955
2.79;1.89;0.43;339160
3.06;1.41;0.50;339364
2.66;1.80;0.55;339568
2.93;1.80;0.66;339772
2.81;1.84;0.80;339976
2.43;1.79;1.04;340180
2.58;1.66;1.10;340384
2.52;1.43;0.93;340588
2.36;1.61;0.95;340792
2.65;1.64;1.03;340996
2.87;1.72;0.92;341200
3.11;1.57;0.89;341404
3.35;1.64;0.94;341608
3.60;1.60;0.84;341812
3.60;1.24;0.74;342017
3.42;1.05;0.89;342221
3.30;1.05;0.66;342425
3.55;0.96;0.62;342629
3.42;0.96;0.58;342833
3.11;0.72;0.58;343037
2.87;0.67;0.52;343241
2.99;0.56;0.52;343445
2.70;0.42;0.53;343649
2.29;0.37;0.49;343854
2.05;0.41;0.44;344058
1.99;0.36;0.55;344262
1.39;0.34;0.65;344466
1.46;0.34;0.57;344670
1.89;0.42;0.49;344875
1.98;0.45;0.47;345079
2.56;0.43;0.26;345283
2.17;0.38;0.18;345487
1.68;0.32;0.13;345691
2.02;0.24;0.18;345895
1.84;0.36;0.24;346099
0.99;0.17;0.08;346303
1.38;0.17;0.10;346507
1.27;0.12;0.09;346712
1.20;0.12;0.10;346916
1.10;0.08;0.09;347120
0.98;0.08;0.19;347324
1.19;0.12;0.22;347528
1.37;0.17;0.23;347732
1.47;0.17;0.28;347936
1.30;0.16;0.22;348140
1.70;0.19;0.19;348344
1.75;0.14;0.29;348548
1.33;0.14;0.29;348752
1.40;0.11;0.51;348956
1.79;0.16;0.53;349160
2.33;0.40;0.46;349364
2.64;0.37;0.32;349569
2.70;0.51;0.37;349773
3.04;0.45;0.44;349977
3.04;0.53;0.30;350181
2.60;0.65;0.30;350385
3.28;0.74;0.34;350589
3.35;0.84;0.37;350793
3.87;0.77;0.44;350997
4.15;0.84;0.45;351201
4.44;0.84;0.38;351406
4.99;0.95;0.49;351610
5.16;1.10;0.60;351814
5.59;1.47;0.74;352018
5.69;1.75;0.69;352222
5.86;2.10;0.97;352427
5.61;2.34;1.19;352631
5.44;2.55;1.25;352835
5.78;2.61;1.32;353039
5.37;2.72;1.12;353243
5.20;2.78;1.69;353447
4.72;2.67;1.91;353651
5.20;2.67;1.91;353855
5.89;2.73;2.14;354059
5.54;2.73;1.79;354264
5.37;2.96;1.92;354468
5.54;2.91;2.01;354672
5.20;2.80;1.83;354876
4.48;2.91;2.06;355080
4.19;2.80;2.06;355284
4.63;2.69;2.15;355488
5.27;2.80;2.15;355692
5.78;2.80;2.06;355896
7.01;2.80;2.02;356100
8.62;3.39;1.97;356304
8.53;3.99;2.35;356508
7.78;3.72;2.40;356712
8.12;4.36;2.40;356916
8.46;5.14;2.78;357121
8.37;5.57;2.78;357325
8.06;5.84;3.12;357529
7.97;6.13;3.44;357733
7.67;6.05;3.51;357937
7.58;5.73;3.59;358141
7.08;5.66;3.79;358345
6.69;5.41;3.35;358549
5.77;4.86;3.55;358753
6.05;4.86;3.62;358958
6.24;4.95;3.31;359162
6.16;4.95;3.07;359366
5.98;4.43;3.26;359570
8.17;5.48;4.05;359774
8.52;5.82;3.21;359979
8.52;5.48;2.64;360183
8.88;5.58;2.54;360387
8.20;5.86;3.33;360591
8.11;5.68;3.28;360795
7.48;5.68;2.60;360999
7.90;5.61;2.99;361203
8.33;5.79;2.77;361407
7.81;5.44;2.55;361611
8.24;5.61;2.95;361816
7.81;5.89;3.06;362020
7.60;5.54;2.95;362224
7.19;5.04;3.01;362428
6.60;4.58;3.43;362632
6.60;4.28;2.79;362836
7.19;4.43;2.79;363040
7.27;4.58;2.68;363244
8.03;5.04;2.79;363448
7.81;5.37;3.01;363652
7.19;5.21;3.25;363856
7.19;5.04;3.76;364060
6.99;4.73;3.84;364264
6.22;4.73;3.84;364468
5.76;4.58;3.45;364673
5.58;3.86;3.45;364877
6.01;3.86;2.85;365081
5.73;4.05;2.96;365285
5.29;3.97;2.69;365489
6.42;3.83;2.85;365693
6.53;3.62;2.90;365897
6.34;3.94;2.90;366101
6.72;4.08;2.61;366305
6.53;4.52;2.77;366510
5.98;4.37;2.72;366714
5.53;4.02;3.30;366918
6.05;3.94;3.06;367122
4.87;2.93;2.55;367326
4.93;2.98;2.41;367531
4.78;2.98;2.35;367735
4.24;2.75;2.25;367939
4.24;2.80;2.25;368143
3.80;2.58;2.29;368347
4.97;2.52;2.10;368551
5.47;2.46;2.10;368755
5.47;2.61;1.87;368959
5.57;2.94;1.74;369163
5.14;3.05;1.99;369368
6.17;3.17;2.03;369572
5.92;3.05;2.22;369776
5.23;3.29;2.32;369980
5.23;3.55;2.52;370184
5.67;4.37;2.42;370388
5.16;4.03;2.32;370592
5.67;3.75;2.52;370796
6.39;3.37;2.22;371000
5.84;3.12;2.42;371204
6.20;3.32;2.09;371408
6.39;3.19;1.99;371612
6.02;3.19;2.09;371816
7.08;3.32;2.09;372020
6.97;3.32;2.23;372225
6.77;2.73;2.14;372429
7.58;2.73;1.96;372633
8.00;3.12;1.79;372837
8.35;3.62;1.82;373041
8.35;3.81;1.91;373245
8.26;3.95;2.62;373449
7.53;4.03;2.16;373653
7.44;3.89;2.46;373857
7.44;3.70;2.62;374062
7.36;3.07;1.99;374266
6.95;3.14;1.99;374470
7.27;3.14;1.36;374674
6.87;2.86;0.41;374878
7.48;2.54;0.22;375083
7.19;2.60;0.36;375287
7.81;2.71;0.50;375491
7.19;2.30;0.50;375695
7.39;2.10;0.89;375899
9.15;1.63;1.25;376103
9.15;1.29;1.12;376307
9.29;0.98;1.12;376511
8.83;1.12;1.25;376715
7.94;1.39;1.28;376920
6.91;1.46;1.18;377124
5.79;1.18;1.32;377328
5.79;1.32;1.36;377532
6.33;0.60;0.87;377736
6.83;1.46;0.92;377940
6.83;1.77;0.81;378144
6.83;2.03;0.87;378348
7.23;1.39;0.74;378552
7.64;1.53;1.19;378756
6.44;1.39;0.90;378960
7.03;1.61;0.79;379164
7.23;1.53;0.54;379368
7.43;1.77;0.58;379572
7.23;1.69;0.52;379777
7.03;1.94;0.56;379981
7.23;1.77;0.79;380185
7.64;1.86;0.74;380389
8.07;1.94;0.38;380593
9.44;2.13;0.84;380797
8.73;2.09;0.94;381001
9.44;2.09;1.12;381205
