point1;point2;point3;time
4.40;2.42;1.09;190017
4.49;2.42;1.09;190221
4.49;2.42;1.03;190425
4.64;2.63;1.03;190629
4.64;2.48;1.22;190833
5.27;3.27;1.82;191037
5.27;3.27;1.87;191241
5.27;3.03;2.05;191446
5.11;2.80;1.78;191650
5.44;2.48;1.19;191854
5.11;2.53;1.40;192058
5.27;2.59;1.47;192262
5.27;2.85;1.54;192466
4.95;2.74;1.54;192670
4.64;2.85;1.70;192874
4.70;2.96;1.50;193078
4.86;2.96;1.78;193283
4.70;2.80;1.58;193487
4.32;2.69;1.25;193691
4.92;2.74;1.61;193895
5.42;2.57;1.61;194099
5.42;2.57;1.53;194304
5.69;2.79;1.35;194508
5.59;2.79;1.52;194712
5.51;3.01;1.45;194916
5.76;3.01;1.42;195120
5.59;2.90;1.42;195324
5.59;2.85;1.28;195528
5.76;2.74;1.28;195732
5.94;2.85;1.49;195936
6.12;2.74;1.57;196141
5.76;2.63;1.08;196345
5.25;2.96;1.46;196549
5.18;2.74;1.39;196753
4.77;2.85;1.53;196957
5.42;2.85;1.77;197161
5.18;2.85;1.77;197365
5.76;2.85;1.82;197569
5.76;2.92;1.99;197773
5.42;2.85;1.91;197977
4.53;2.17;1.61;198181
4.44;2.36;1.43;198385
4.74;2.17;1.39;198589
4.59;2.57;1.32;198793
4.29;2.45;1.32;198998
4.21;2.55;1.73;199202
4.21;2.15;1.28;199406
4.21;2.25;1.35;199610
4.36;2.19;1.31;199814
4.21;2.29;1.41;200018
4.07;2.29;1.56;200222
3.85;2.19;1.44;200426
3.33;2.10;1.44;200630
3.09;2.19;1.30;200835
3.09;2.10;1.23;201039
3.85;2.64;2.01;201243
3.59;2.54;1.71;201447
3.51;2.23;1.59;201651
3.26;2.23;1.59;201856
3.26;2.14;1.51;202060
3.31;1.96;1.33;202264
3.31;1.74;1.55;202468
3.07;1.91;1.43;202672
3.31;1.74;1.43;202876
4.03;1.58;1.36;203080
3.49;1.50;1.22;203284
4.46;1.43;1.25;203488
4.03;1.36;1.25;203693
4.03;1.25;1.46;203897
3.83;1.53;1.12;204101
4.25;1.81;1.09;204305
4.55;1.98;0.97;204509
4.79;2.03;1.05;204713
4.63;2.13;1.00;204917
4.63;2.28;1.05;205121
4.57;2.18;1.18;205325
4.88;2.28;1.42;205529
4.81;2.33;1.65;205733
4.97;2.43;1.69;205937
5.30;2.33;1.69;206141
5.30;2.75;1.69;206345
5.63;2.93;1.74;206550
5.39;2.93;1.74;206754
5.06;3.28;2.00;206958
5.30;3.04;2.00;207162
5.22;3.04;2.14;207366
5.54;2.99;2.01;207570
6.25;3.16;2.19;207774
6.62;2.99;2.29;207978
7.13;1.83;2.45;208182
7.33;2.10;2.35;208387
7.04;1.70;1.97;208591
6.65;1.70;1.63;208795
6.85;1.33;1.27;208999
7.16;1.96;1.88;209203
6.57;2.33;2.40;209408
6.20;1.96;2.83;209612
6.68;1.83;2.67;209816
6.49;1.83;2.62;210020
6.04;1.92;2.84;210224
6.41;1.64;2.69;210428
5.69;1.80;2.47;210632
5.61;1.97;1.91;210836
5.27;2.06;1.74;211040
5.61;2.15;1.50;211245
5.54;2.21;1.09;211449
6.25;3.06;1.82;211653
6.25;2.90;1.82;211857
6.36;3.01;1.66;212061
5.47;2.68;1.99;212265
5.47;2.57;1.96;212469
5.14;2.23;1.62;212673
4.66;1.95;1.47;212877
4.82;1.86;1.16;213081
4.36;1.95;1.10;213285
3.93;1.83;1.04;213489
4.36;2.09;0.87;213693
4.51;1.83;0.98;213897
4.07;1.91;0.77;214102
4.07;1.83;0.77;214306
3.80;1.74;0.93;214510
3.28;1.74;0.93;214714
3.16;1.40;0.87;214918
3.04;1.26;0.72;215122
3.21;1.33;0.77;215326
3.21;1.20;0.68;215530
2.86;1.20;0.66;215734
2.75;1.20;0.72;215939
3.21;1.07;0.57;216143
3.33;1.26;0.66;216347
3.09;1.23;0.85;216551
2.86;1.23;0.66;216755
2.86;1.10;0.70;216960
2.58;1.16;0.63;217164
2.80;1.16;0.63;217368
3.39;1.06;0.47;217572
3.14;1.06;0.53;217776
2.84;1.00;0.45;217980
3.76;1.00;0.42;218184
3.55;1.00;0.39;218388
3.42;0.56;0.30;218592
2.44;0.31;0.17;218797
2.49;0.41;0.05;219001
2.14;0.38;0.01;219205
2.14;0.28;0.01;219409
1.70;0.17;0.00;219613
1.36;0.24;0.00;219817
1.46;0.33;0.01;220021
1.46;0.39;0.03;220225
2.12;0.26;0.06;220429
1.86;0.17;0.05;220633
1.32;0.05;0.12;220837
1.25;0.06;0.19;221041
1.25;0.02;0.23;221245
1.39;0.00;0.28;221449
1.39;0.04;0.29;221654
1.86;0.08;0.52;221858
2.07;0.11;0.58;222062
2.07;0.16;0.54;222266
1.89;0.17;0.36;222470
1.89;0.11;0.28;222674
2.07;0.14;0.19;222878
0.99;0.19;0.25;223082
0.80;0.08;0.10;223286
0.80;0.01;0.01;223491
0.80;0.01;0.01;223695
1.48;0.02;0.00;223899
2.25;0.02;0.00;224103
2.06;0.02;0.01;224307
0.77;0.01;0.03;224512
0.95;0.01;0.04;224716
1.44;0.03;0.04;224920
1.96;0.05;0.06;225124
2.54;0.08;0.09;225328
3.41;0.13;0.12;225532
3.53;0.20;0.25;225736
3.87;0.27;0.36;225940
3.87;0.36;0.35;226144
3.61;0.49;0.20;226349
4.09;0.61;0.27;226553
4.53;0.70;0.12;226757
5.09;1.19;0.07;226961
5.59;1.59;0.20;227165
5.86;1.75;0.41;227369
5.86;2.29;0.46;227573
6.14;2.55;0.53;227777
7.51;2.65;0.61;227981
7.63;3.17;0.75;228185
7.63;3.62;0.96;228389
7.96;4.32;1.41;228593
7.66;4.55;1.80;228797
6.65;3.64;1.76;229001
6.01;3.91;2.02;229206
5.66;3.59;2.17;229410
5.32;3.33;2.32;229614
6.20;3.09;2.32;229818
5.84;3.41;2.32;230022
6.12;3.53;2.18;230226
5.42;3.53;2.18;230430
4.83;3.35;2.58;230634
6.30;3.48;2.37;230838
6.12;3.30;2.47;231043
7.48;3.55;2.18;231247
7.19;3.76;2.14;231451
6.90;4.18;2.43;231655
7.02;4.12;2.43;231859
8.50;4.80;3.40;232064
9.57;4.90;3.60;232268
9.47;5.06;2.55;232472
10.20;4.99;3.48;232676
10.35;4.46;3.55;232880
10.61;4.17;2.67;233084
11.02;4.77;3.01;233288
10.39;4.86;2.78;233492
10.65;4.86;3.19;233696
9.41;4.64;3.07;233901
8.48;3.65;2.96;234105
8.71;4.05;2.69;234309
8.61;4.28;2.28;234513
7.41;3.78;2.37;234717
8.26;3.72;2.54;234921
9.41;3.78;2.69;235125
9.31;3.27;2.64;235329
8.48;2.09;2.43;235533
8.94;1.77;2.86;235737
9.65;2.13;3.21;235941
10.91;2.22;3.59;236145
11.72;2.42;3.59;236349
11.72;3.49;5.64;236553
10.65;3.00;6.10;236758
10.65;3.12;5.57;236962
9.89;3.55;5.74;237166
11.07;3.49;5.67;237370
12.00;3.17;5.16;237574
12.44;3.05;5.43;237778
11.88;2.94;5.60;237982
11.07;3.42;5.67;238186
12.16;3.29;4.93;238390
11.88;3.95;5.50;238595
11.07;3.95;4.84;238799
10.29;4.68;4.24;239003
8.17;3.55;3.74;239207
7.95;3.55;2.88;239411
7.61;3.68;2.81;239616
6.42;3.68;2.81;239820
6.42;3.17;2.70;240024
8.26;2.78;2.93;240228
8.48;3.62;2.81;240432
7.82;3.89;3.66;240636
8.48;3.12;3.16;240840
7.41;3.29;2.60;241044
6.92;3.17;2.29;241248
5.87;3.12;1.75;241453
5.36;2.56;2.01;241657
5.53;2.56;2.10;241861
5.36;2.16;1.92;242065
6.05;2.71;1.51;242269
5.70;2.50;1.37;242473
5.03;2.11;1.13;242677
4.78;2.05;0.72;242881
5.50;2.05;1.03;243085
4.10;2.09;0.89;243289
5.23;1.91;0.89;243493
6.28;1.58;0.91;243697
7.67;1.58;1.08;243901
8.90;1.62;1.28;244105
9.61;2.23;1.68;244310
9.27;2.59;1.72;244514
9.03;2.80;2.46;244718
8.57;2.87;1.98;244922
7.49;2.44;2.16;245126
7.08;2.24;2.13;245330
6.89;1.79;2.03;245534
7.91;1.96;1.69;245738
7.61;2.15;1.46;245942
7.82;2.54;1.32;246147
7.00;2.87;1.94;246351
6.42;2.71;1.98;246555
6.61;2.50;1.72;246759
6.80;2.40;1.57;246963
8.04;2.40;1.49;247168
7.61;2.40;1.32;247372
6.80;2.94;1.39;247576
6.61;3.05;1.69;247780
6.24;3.12;1.77;247984
7.20;3.12;1.94;248188
7.12;3.37;1.91;248392
6.16;3.62;2.37;248596
6.61;3.44;2.37;248800
6.42;3.19;2.48;249005
6.13;3.07;2.54;249209
6.89;2.52;2.54;249413
6.31;2.16;1.66;249617
6.50;2.46;1.47;249821
6.05;2.67;1.03;250025
6.42;2.78;1.29;250229
6.42;2.96;1.22;250433
6.16;3.07;1.66;250637
5.80;2.73;1.91;250841
5.80;2.69;1.82;251045
5.80;2.38;1.43;251249
5.38;2.58;1.82;251453
5.63;2.44;1.99;251657
5.98;2.64;1.82;251862
5.80;2.86;2.18;252066
5.63;2.86;1.99;252270
5.80;2.80;1.96;252474
7.53;3.86;2.33;252678
7.53;4.00;2.86;252882
7.12;4.14;2.97;253086
7.12;4.08;2.75;253290
6.92;3.94;2.93;253494
7.32;3.80;2.75;253699
6.92;3.80;2.23;253903
6.34;3.54;1.96;254107
5.98;3.72;2.05;254311
6.34;3.46;2.33;254515
6.16;3.86;2.43;254720
5.63;3.72;2.33;254924
5.12;3.59;2.64;255128
5.19;3.17;2.54;255332
4.78;3.17;2.49;255536
6.02;3.05;2.29;255740
6.20;2.54;1.67;255944
6.20;2.75;1.70;256148
6.50;2.80;1.33;256352
6.31;3.27;1.55;256557
5.77;3.39;1.82;256761
6.13;3.27;1.82;256965
5.95;3.39;1.91;257169
6.13;3.46;1.86;257373
5.60;2.98;2.22;257577
5.26;3.22;2.32;257781
5.26;3.10;2.42;257985
4.93;2.98;2.03;258189
4.78;2.75;2.22;258393
4.93;2.64;2.13;258597
4.93;2.54;2.03;258801
4.93;2.44;1.99;259005
4.62;2.14;1.99;259209
4.53;1.87;1.99;259414
4.38;1.96;1.82;259618
3.63;1.55;1.29;259822
4.10;1.47;1.16;260026
4.10;1.47;1.29;260230
4.24;1.55;1.22;260434
4.10;1.43;1.16;260638
3.96;1.43;1.03;260842
4.01;1.43;0.79;261046
3.93;1.50;0.84;261251
3.33;1.46;1.06;261455
2.96;1.18;1.35;261659
3.12;1.08;1.06;261863
3.06;0.93;0.86;262067
3.30;0.90;0.83;262272
3.81;0.72;0.85;262476
4.38;0.56;1.14;262680
5.66;1.19;1.71;262884
6.01;1.12;1.71;263088
6.87;0.97;1.71;263292
7.07;1.09;1.88;263496
7.19;1.24;1.97;263700
6.99;0.99;2.06;263904
7.10;1.14;2.06;264109
6.90;1.34;1.97;264313
7.02;1.45;1.67;264517
6.63;1.41;1.51;264721
6.63;1.68;1.44;264925
6.25;1.60;1.44;265129
6.17;1.60;1.83;265333
7.14;1.93;1.97;265537
7.75;1.81;1.55;265741
7.97;2.27;1.34;265945
7.67;2.23;1.55;266149
7.88;2.13;1.30;266353
7.46;2.42;1.08;266557
7.05;2.23;1.34;266761
6.66;2.48;1.41;266966
6.28;2.23;1.55;267170
6.28;2.53;1.63;267374
5.30;2.42;1.02;267578
5.30;2.04;0.85;267782
5.14;2.13;1.02;267986
5.14;2.09;1.14;268190
5.30;2.09;1.02;268394
4.82;2.19;1.20;268598
4.66;2.19;1.02;268803
4.36;2.09;1.23;269007
4.22;2.00;0.82;269211
4.51;2.00;1.04;269415
4.42;1.83;0.93;269619
4.42;1.83;0.87;269824
3.85;1.66;0.82;270028
3.33;1.23;0.51;270232
3.59;1.19;0.63;270436
3.33;1.00;0.65;270640
2.43;0.95;0.53;270844
1.99;1.06;0.57;271048
2.18;0.89;0.57;271252
2.09;0.84;0.40;271456
1.99;0.79;0.31;271661
2.03;0.95;0.28;271865
2.03;0.95;0.22;272069
1.89;0.89;0.05;272273
2.61;0.92;0.24;272477
3.17;1.12;0.35;272681
3.55;1.25;0.29;272885
3.55;1.39;0.38;273089
4.09;2.04;0.69;273293
3.74;1.95;0.56;273497
4.07;1.86;0.58;273701
4.07;2.04;0.64;273905
3.46;1.95;0.76;274109
3.59;1.86;0.71;274313
4.57;1.65;1.02;274518
5.37;1.31;1.02;274722
5.30;1.38;0.66;274926
4.66;1.38;0.86;275130
4.97;1.24;0.91;275334
4.90;1.18;1.24;275538
4.44;1.24;1.57;275742
4.74;1.24;1.61;275946
4.74;0.94;1.74;276150
4.15;0.85;1.91;276355
4.44;0.91;2.05;276559
4.74;1.10;2.05;276763
5.22;1.17;1.96;276967
5.39;1.10;1.78;277171
5.84;1.30;1.40;277376
5.49;1.59;0.97;277580
4.90;1.83;1.22;277784
5.32;2.01;1.29;277988
5.22;1.83;1.29;278192
4.29;1.44;0.92;278396
4.50;1.13;0.84;278600
3.79;1.07;0.94;278804
3.93;1.43;1.09;279008
4.50;1.47;1.74;279213
4.36;1.62;1.74;279417
5.13;1.55;1.87;279621
5.13;1.59;1.50;279825
5.06;1.92;1.43;280029
5.06;1.64;1.09;280233
4.09;1.14;0.90;280437
3.95;1.08;0.90;280641
4.09;1.41;0.61;280845
4.17;1.48;0.42;281049
4.03;1.31;0.70;281253
4.17;1.38;0.65;281457
4.61;1.31;0.61;281661
4.86;1.53;0.61;281865
5.18;1.53;0.61;282070
5.27;1.76;0.61;282274
5.27;1.93;0.70;282478
4.73;2.17;0.90;282682
4.13;2.27;1.07;282886
4.05;2.23;1.19;283090
3.85;2.13;1.13;283294
5.04;2.74;1.51;283498
5.20;2.59;1.75;283702
5.37;2.59;1.71;283907
5.82;2.69;1.71;284111
5.82;2.69;1.80;284315
6.17;2.76;1.71;284519
6.74;3.03;1.97;284723
6.47;3.40;2.30;284928
6.66;3.60;2.21;285132
6.20;3.47;2.21;285336
6.77;3.81;2.61;285540
6.20;3.81;2.46;285744
6.02;3.37;2.46;285948
6.20;3.49;2.62;286152
5.50;4.03;2.42;286356
5.33;3.70;2.69;286560
4.84;3.44;2.80;286765
