Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,arc_length,epsilon,k,nut,p,vtkValidPointMask
837,6.34509,0.500003,0.237836,6.3692,9.97565,0.00195354,-0.0038435,9.97565,8.38812,0.405586,0.19551,0.00848252,0.743773,1
838,6.35511,0.500003,0.237825,6.37919,9.97588,0.00191994,-0.00378919,9.97588,8.39814,0.402789,0.194479,0.00845157,0.738225,1
839,6.36513,0.500003,0.237814,6.38917,9.97611,0.00188659,-0.00373886,9.97611,8.40816,0.400004,0.193449,0.00842046,0.732669,1
840,6.37516,0.500003,0.237803,6.39915,9.97633,0.00185344,-0.00368779,9.97633,8.41819,0.397288,0.192441,0.00838995,0.727106,1
841,6.38518,0.500003,0.237792,6.40914,9.97654,0.00182029,-0.00363671,9.97654,8.42821,0.394573,0.191433,0.00835943,0.721543,1
842,6.3952,0.500003,0.237781,6.41912,9.97676,0.00178714,-0.00358564,9.97676,8.43823,0.391858,0.190425,0.00832891,0.715981,1
843,6.40522,0.500003,0.23777,6.4291,9.97697,0.00175431,-0.00353871,9.97697,8.44825,0.389161,0.18942,0.00829827,0.710411,1
844,6.41524,0.500003,0.237759,6.43909,9.97718,0.00172163,-0.00349077,9.97718,8.45827,0.386525,0.188434,0.00826818,0.704838,1
845,6.42526,0.500003,0.237747,6.44907,9.97738,0.00168895,-0.00344282,9.97738,8.46829,0.383889,0.187448,0.00823809,0.699266,1
846,6.43529,0.500003,0.237736,6.45906,9.97759,0.00165627,-0.00339487,9.97759,8.47832,0.381253,0.186462,0.008208,0.693693,1
847,6.44531,0.500003,0.237725,6.46904,9.97779,0.00162397,-0.00335121,9.97779,8.48834,0.378642,0.185481,0.00817782,0.688117,1
848,6.45533,0.500003,0.237714,6.47903,9.97798,0.00159178,-0.00330627,9.97798,8.49836,0.376082,0.184517,0.00814815,0.682541,1
849,6.46535,0.500003,0.237703,6.48901,9.97818,0.00155958,-0.00326133,9.97818,8.50838,0.373523,0.183553,0.00811848,0.676965,1
850,6.47537,0.500003,0.237692,6.499,9.97837,0.00152739,-0.00321693,9.97837,8.5184,0.370954,0.182585,0.00808869,0.671388,1
851,6.48539,0.500003,0.237681,6.50898,9.97856,0.00149566,-0.00317589,9.97856,8.52842,0.368435,0.181631,0.00805909,0.665815,1
852,6.49542,0.500003,0.237669,6.51897,9.97874,0.00146397,-0.00313386,9.97874,8.53845,0.36595,0.180688,0.00802984,0.660241,1
853,6.50544,0.500003,0.237658,6.52895,9.97892,0.00143228,-0.00309184,9.97892,8.54847,0.363464,0.179745,0.00800058,0.654668,1
854,6.51546,0.500003,0.237647,6.53894,9.97911,0.00140062,-0.00305142,9.97911,8.55849,0.360949,0.178791,0.00797096,0.649093,1
855,6.52548,0.500003,0.237636,6.54892,9.97928,0.00136946,-0.00301234,9.97928,8.56851,0.358531,0.177867,0.00794207,0.643529,1
856,6.5355,0.500003,0.237625,6.55891,9.97946,0.00133831,-0.00297313,9.97946,8.57853,0.356117,0.176945,0.00791323,0.637965,1
857,6.54552,0.500003,0.237614,6.56889,9.97963,0.00130715,-0.00293393,9.97963,8.58855,0.353704,0.176023,0.00788439,0.632401,1
858,6.55555,0.500003,0.237603,6.57888,9.9798,0.00127608,-0.00289666,9.97981,8.59858,0.351263,0.17509,0.00785517,0.626837,1
859,6.56557,0.500003,0.237592,6.58886,9.97997,0.00124549,-0.00286019,9.97997,8.6086,0.348919,0.174188,0.00782674,0.621288,1
860,6.57559,0.500003,0.23758,6.59885,9.98013,0.00121489,-0.00282373,9.98013,8.61862,0.346575,0.173286,0.0077983,0.61574,1
861,6.58561,0.500003,0.237569,6.60884,9.9803,0.0011843,-0.00278726,9.9803,8.62864,0.344231,0.172384,0.00776987,0.610191,1
862,6.59563,0.500003,0.237558,6.61882,9.98046,0.00115386,-0.00275292,9.98046,8.63866,0.341867,0.171474,0.00774111,0.604646,1
863,6.60565,0.500003,0.237547,6.62881,9.98062,0.00112385,-0.00271911,9.98062,8.64868,0.33959,0.170591,0.00771308,0.599119,1
864,6.61567,0.500003,0.237536,6.63879,9.98077,0.00109384,-0.0026853,9.98077,8.65871,0.337313,0.169709,0.00768505,0.593592,1
865,6.6257,0.500003,0.237525,6.64878,9.98093,0.00106383,-0.00265149,9.98093,8.66873,0.335037,0.168827,0.00765702,0.588065,1
866,6.63572,0.500003,0.237514,6.65877,9.98108,0.00103405,-0.00261998,9.98108,8.67875,0.332747,0.167938,0.0076287,0.582544,1
867,6.64574,0.500003,0.237503,6.66875,9.98123,0.00100466,-0.00258875,9.98123,8.68877,0.330535,0.167075,0.00760108,0.577044,1
868,6.65576,0.500003,0.237491,6.67874,9.98138,0.000975259,-0.00255752,9.98138,8.69879,0.328324,0.166212,0.00757345,0.571545,1
869,6.66578,0.500003,0.23748,6.68873,9.98153,0.000945863,-0.00252629,9.98153,8.70881,0.326112,0.165349,0.00754582,0.566045,1
870,6.67581,0.500003,0.237469,6.69871,9.98168,0.000916788,-0.00249752,9.98168,8.71884,0.323894,0.164482,0.00751794,0.560554,1
871,6.68583,0.500003,0.237458,6.7087,9.98182,0.000888041,-0.00246879,9.98182,8.72886,0.321745,0.163638,0.00749072,0.555086,1
872,6.69585,0.500003,0.237447,6.71869,9.98196,0.000859294,-0.00244006,9.98196,8.73888,0.319597,0.162794,0.00746349,0.549618,1
873,6.70587,0.500003,0.237436,6.72867,9.98209,0.000830549,-0.00241133,9.98209,8.7489,0.317449,0.16195,0.00743626,0.544149,1
874,6.71589,0.500003,0.237425,6.73866,9.98223,0.000802217,-0.0023852,9.98223,8.75892,0.3153,0.161103,0.00740882,0.538695,1
875,6.72591,0.500003,0.237414,6.74865,9.98237,0.000774155,-0.00235889,9.98237,8.76894,0.313212,0.160277,0.00738198,0.533262,1
876,6.73593,0.500003,0.237402,6.75864,9.9825,0.000746093,-0.00233259,9.9825,8.77896,0.311125,0.159452,0.00735515,0.527828,1
877,6.74596,0.500003,0.237391,6.76863,9.98263,0.000718031,-0.00230628,9.98263,8.78899,0.309038,0.158626,0.00732831,0.522395,1
878,6.75598,0.500003,0.23738,6.77861,9.98276,0.000690483,-0.00228269,9.98276,8.79901,0.306956,0.157799,0.00730131,0.51698,1
879,6.766,0.500003,0.237369,6.7886,9.98289,0.000663141,-0.00225872,9.98289,8.80903,0.304928,0.156992,0.00727486,0.511585,1
880,6.77602,0.500003,0.237358,6.79859,9.98302,0.000635799,-0.00223475,9.98302,8.81905,0.3029,0.156184,0.00724842,0.506189,1
881,6.78604,0.500003,0.237347,6.80858,9.98314,0.000608458,-0.00221077,9.98314,8.82907,0.300872,0.155377,0.00722197,0.500794,1
882,6.79606,0.500003,0.237336,6.81856,9.98326,0.000581739,-0.00218961,9.98326,8.8391,0.298855,0.15457,0.00719539,0.495422,1
883,6.80609,0.500003,0.237324,6.82855,9.98339,0.000555158,-0.00216787,9.98339,8.84912,0.296884,0.15378,0.00716933,0.490067,1
884,6.81611,0.500003,0.237313,6.83854,9.98351,0.000528578,-0.00214614,9.98351,8.85914,0.294914,0.15299,0.00714328,0.484712,1
885,6.82613,0.500003,0.237302,6.84853,9.98363,0.000501996,-0.0021244,9.98363,8.86916,0.292944,0.1522,0.00711722,0.479357,1
886,6.83615,0.500003,0.237291,6.85852,9.98374,0.000476159,-0.00210553,9.98374,8.87918,0.290989,0.151412,0.00709106,0.474031,1
887,6.84617,0.500003,0.23728,6.86851,9.98386,0.000450384,-0.00208592,9.98386,8.8892,0.289074,0.150639,0.00706539,0.468717,1
888,6.85619,0.500003,0.237269,6.8785,9.98397,0.00042461,-0.00206631,9.98397,8.89923,0.28716,0.149867,0.00703971,0.463404,1
889,6.86622,0.500003,0.237258,6.88848,9.98409,0.000398886,-0.00204724,9.98409,8.90925,0.285231,0.149088,0.00701384,0.458088,1
890,6.87624,0.500003,0.237247,6.89847,9.9842,0.000373932,-0.00202998,9.9842,8.91927,0.28335,0.148325,0.0069883,0.452812,1
891,6.88626,0.500003,0.237235,6.90846,9.98431,0.00034901,-0.00201238,9.98431,8.92929,0.28149,0.147569,0.00696301,0.447543,1
892,6.89628,0.500003,0.237224,6.91845,9.98442,0.000324088,-0.00199477,9.98442,8.93931,0.279629,0.146813,0.00693771,0.442274,1
893,6.9063,0.500003,0.237213,6.92844,9.98453,0.000299274,-0.00197818,9.98453,8.94933,0.27774,0.146046,0.00691202,0.436999,1
894,6.91632,0.500003,0.237202,6.93843,9.98463,0.000275251,-0.00196243,9.98463,8.95936,0.275932,0.145307,0.0068871,0.431776,1
895,6.92635,0.500003,0.237191,6.94842,9.98474,0.000251228,-0.00194669,9.98474,8.96938,0.274124,0.144567,0.00686218,0.426553,1
896,6.93637,0.500003,0.23718,6.95841,9.98484,0.000227204,-0.00193094,9.98484,8.9794,0.272316,0.143828,0.00683726,0.421329,1
897,6.94639,0.500003,0.237169,6.9684,9.98495,0.000203385,-0.00191631,9.98495,8.98942,0.270485,0.143079,0.00681198,0.416106,1
898,6.95641,0.500003,0.237158,6.97839,9.98505,0.000180308,-0.00190226,9.98505,8.99944,0.268728,0.142356,0.00678743,0.410931,1
899,6.96643,0.500003,0.237146,6.98838,9.98515,0.000157232,-0.00188822,9.98515,9.00946,0.266971,0.141633,0.00676288,0.405756,1
900,6.97645,0.500003,0.237135,6.99837,9.98525,0.000134155,-0.00187418,9.98525,9.01948,0.265214,0.14091,0.00673833,0.400581,1
901,6.98648,0.500003,0.237124,7.00836,9.98535,0.000111388,-0.00186131,9.98535,9.02951,0.263439,0.140178,0.00671346,0.395411,1
902,6.9965,0.500003,0.237113,7.01835,9.98544,8.93111e-05,-0.00184879,9.98544,9.03953,0.261731,0.139471,0.00668928,0.390287,1
903,7.00652,0.500003,0.237102,7.02834,9.98554,6.7234e-05,-0.00183628,9.98554,9.04955,0.260023,0.138763,0.0066651,0.385164,1
904,7.01654,0.500003,0.237091,7.03833,9.98564,4.51569e-05,-0.00182376,9.98564,9.05957,0.258315,0.138056,0.00664092,0.38004,1
905,7.02656,0.500003,0.23708,7.04832,9.98573,2.35017e-05,-0.00181244,9.98573,9.06959,0.256594,0.137342,0.00661645,0.374928,1
906,7.03658,0.500003,0.237069,7.05831,9.98583,2.47246e-06,-0.00180128,9.98583,9.07961,0.254934,0.13665,0.00659264,0.369861,1
907,7.04661,0.500003,0.237057,7.0683,9.98592,-1.85578e-05,-0.00179011,9.98592,9.08964,0.253274,0.135958,0.00656883,0.364793,1
908,7.05663,0.500003,0.237046,7.07829,9.98601,-3.9588e-05,-0.00177894,9.98601,9.09966,0.251614,0.135266,0.00654501,0.359725,1
909,7.06665,0.500003,0.237035,7.08828,9.9861,-6.00768e-05,-0.00176895,9.9861,9.10968,0.249946,0.134569,0.00652095,0.354676,1
910,7.07667,0.500003,0.237024,7.09827,9.98619,-8.00159e-05,-0.00175893,9.98619,9.1197,0.248332,0.133892,0.00649749,0.349669,1
911,7.08669,0.500003,0.237013,7.10826,9.98628,-9.99549e-05,-0.00174891,9.98628,9.12972,0.246719,0.133215,0.00647404,0.344661,1
912,7.09671,0.500003,0.237002,7.11825,9.98637,-0.000119894,-0.00173889,9.98637,9.13974,0.245105,0.132539,0.00645059,0.339654,1
913,7.10674,0.500003,0.236991,7.12824,9.98646,-0.000139166,-0.00172999,9.98646,9.14977,0.243488,0.131858,0.00642692,0.334674,1
914,7.11676,0.500003,0.23698,7.13824,9.98654,-0.000157972,-0.00172091,9.98654,9.15979,0.241919,0.131196,0.00640382,0.329732,1
915,7.12678,0.500003,0.236968,7.14823,9.98663,-0.000176777,-0.00171183,9.98663,9.16981,0.24035,0.130534,0.00638072,0.32479,1
916,7.1368,0.500003,0.236957,7.15822,9.98672,-0.000195582,-0.00170276,9.98672,9.17983,0.238782,0.129872,0.00635763,0.319848,1
917,7.14682,0.500003,0.236946,7.16821,9.9868,-0.000213586,-0.00169471,9.9868,9.18985,0.237213,0.129208,0.00633435,0.314944,1
918,7.15684,0.500003,0.236935,7.1782,9.98689,-0.000231214,-0.00168638,9.98689,9.19987,0.235688,0.12856,0.00631161,0.310074,1
919,7.16687,0.500003,0.236924,7.18819,9.98697,-0.000248841,-0.00167804,9.98697,9.2099,0.234163,0.127912,0.00628887,0.305204,1
920,7.17689,0.500003,0.236913,7.19818,9.98705,-0.000266469,-0.0016697,9.98705,9.21992,0.232638,0.127264,0.00626613,0.300333,1
921,7.18691,0.500003,0.236902,7.20817,9.98714,-0.000283159,-0.00166228,9.98714,9.22994,0.231118,0.126616,0.00624324,0.295512,1
922,7.19693,0.500003,0.23689,7.21817,9.98722,-0.00029957,-0.00165448,9.98722,9.23996,0.229635,0.125982,0.00622085,0.29072,1
923,7.20695,0.500003,0.236879,7.22816,9.9873,-0.000315982,-0.00164669,9.9873,9.24998,0.228152,0.125349,0.00619845,0.285927,1
924,7.21697,0.500003,0.236868,7.23815,9.98738,-0.000332384,-0.00163898,9.98738,9.26,0.226665,0.124713,0.00617599,0.281134,1
925,7.227,0.500003,0.236857,7.24814,9.98746,-0.000347725,-0.00163187,9.98746,9.27003,0.225195,0.124082,0.00615356,0.276404,1
926,7.23702,0.500003,0.236846,7.25813,9.98754,-0.000362885,-0.00162442,9.98754,9.28005,0.223753,0.123462,0.00613151,0.271696,1
927,7.24704,0.500003,0.236835,7.26813,9.98762,-0.000378044,-0.00161698,9.98762,9.29007,0.222312,0.122843,0.00610947,0.266988,1
928,7.25706,0.500003,0.236824,7.27812,9.98769,-0.000393179,-0.00160982,9.98769,9.30009,0.220853,0.122216,0.00608716,0.262275,1
929,7.26708,0.500003,0.236813,7.28811,9.98777,-0.000407135,-0.00160269,9.98777,9.31011,0.21944,0.121605,0.0060653,0.257647,1
930,7.2771,0.500003,0.236801,7.2981,9.98785,-0.000421008,-0.00159542,9.98785,9.32013,0.218038,0.120999,0.0060436,0.253029,1
931,7.28713,0.500003,0.23679,7.3081,9.98792,-0.000434881,-0.00158814,9.98792,9.33016,0.216636,0.120392,0.00602189,0.248411,1
932,7.29715,0.500003,0.236779,7.31809,9.988,-0.000448692,-0.00158128,9.988,9.34018,0.215211,0.119776,0.0059998,0.243788,1
933,7.30717,0.500003,0.236768,7.32808,9.98808,-0.000461241,-0.00157402,9.98808,9.3502,0.213848,0.119183,0.00597844,0.239265,1
934,7.31719,0.500003,0.236757,7.33807,9.98815,-0.000473789,-0.00156675,9.98815,9.36022,0.212485,0.11859,0.00595708,0.234743,1
935,7.32721,0.500003,0.236746,7.34807,9.98822,-0.000486338,-0.00155949,9.98822,9.37024,0.211122,0.117997,0.00593572,0.230221,1
936,7.33723,0.500003,0.236735,7.35806,9.9883,-0.000498696,-0.00155259,9.9883,9.38026,0.209739,0.117395,0.005914,0.225703,1
937,7.34726,0.500003,0.236724,7.36805,9.98837,-0.000509882,-0.0015452,9.98837,9.39029,0.208414,0.116815,0.00589298,0.221281,1
938,7.35728,0.500003,0.236712,7.37805,9.98844,-0.000521068,-0.0015378,9.98844,9.40031,0.207088,0.116234,0.00587195,0.216859,1
939,7.3673,0.500003,0.236701,7.38804,9.98851,-0.000532254,-0.00153041,9.98851,9.41033,0.205763,0.115654,0.00585092,0.212438,1
940,7.37732,0.500003,0.23669,7.39803,9.98859,-0.000543113,-0.00152333,9.98859,9.42035,0.204422,0.115067,0.00582958,0.208031,1
941,7.38734,0.500003,0.236679,7.40802,9.98866,-0.000552902,-0.00151568,9.98866,9.43037,0.203133,0.114499,0.00580888,0.203714,1
942,7.39736,0.500003,0.236668,7.41802,9.98873,-0.000562691,-0.00150803,9.98873,9.44039,0.201844,0.113932,0.00578819,0.199396,1
943,7.40738,0.500003,0.236657,7.42801,9.9888,-0.00057248,-0.00150039,9.9888,9.45042,0.200555,0.113364,0.0057675,0.195078,1
944,7.41741,0.500003,0.236646,7.43801,9.98887,-0.000581795,-0.00149299,9.98887,9.46044,0.199254,0.112791,0.00574652,0.190787,1
945,7.42743,0.500003,0.236635,7.448,9.98894,-0.000590142,-0.001485,9.98894,9.47046,0.198,0.112236,0.00572615,0.186575,1
946,7.43745,0.500003,0.236623,7.45799,9.98901,-0.00059849,-0.001477,9.98901,9.48048,0.196747,0.111681,0.00570579,0.182363,1
947,7.44747,0.500003,0.236612,7.46799,9.98907,-0.000606838,-0.00146901,9.98907,9.4905,0.195493,0.111125,0.00568542,0.178151,1
948,7.45749,0.500003,0.236601,7.47798,9.98914,-0.000614552,-0.0014612,9.98914,9.50052,0.194231,0.110565,0.00566481,0.173977,1
949,7.46751,0.500003,0.23659,7.48797,9.98921,-0.000621409,-0.0014528,9.98921,9.51055,0.193012,0.110022,0.00564477,0.169872,1
950,7.47754,0.500003,0.236579,7.49797,9.98927,-0.000628266,-0.00144439,9.98927,9.52057,0.191793,0.10948,0.00562473,0.165766,1
951,7.48756,0.500003,0.236568,7.50796,9.98934,-0.000635123,-0.00143598,9.98934,9.53059,0.190574,0.108937,0.00560469,0.16166,1
952,7.49758,0.500003,0.236557,7.51796,9.98941,-0.000641172,-0.0014277,9.98941,9.54061,0.189349,0.10839,0.00558443,0.157602,1
953,7.5076,0.500003,0.236546,7.52795,9.98947,-0.000646482,-0.00141882,9.98947,9.55063,0.188163,0.107859,0.00556471,0.153599,1
954,7.51762,0.500003,0.236534,7.53794,9.98954,-0.000651792,-0.00140995,9.98954,9.56065,0.186978,0.107328,0.00554499,0.149596,1
955,7.52764,0.500003,0.236523,7.54794,9.9896,-0.000657102,-0.00140107,9.9896,9.57068,0.185792,0.106797,0.00552528,0.145593,1
956,7.53767,0.500003,0.236512,7.55793,9.98966,-0.000661422,-0.00139228,9.98966,9.5807,0.184604,0.106263,0.00550537,0.141645,1
957,7.54769,0.500003,0.236501,7.56793,9.98973,-0.000665137,-0.00138292,9.98973,9.59072,0.183451,0.105743,0.00548597,0.137738,1
958,7.55771,0.500003,0.23649,7.57792,9.98979,-0.000668851,-0.00137356,9.98979,9.60074,0.182297,0.105224,0.00546657,0.133832,1
959,7.56773,0.500003,0.236479,7.58792,9.98985,-0.000672566,-0.0013642,9.98985,9.61076,0.181144,0.104704,0.00544717,0.129926,1
960,7.57775,0.500003,0.236468,7.59791,9.98991,-0.000675084,-0.00135489,9.98991,9.62078,0.179991,0.104183,0.00542762,0.126076,1
961,7.58777,0.500003,0.236456,7.60791,9.98997,-0.000677139,-0.00134502,9.98997,9.63081,0.17887,0.103675,0.00540853,0.122256,1
962,7.5978,0.500003,0.236445,7.6179,9.99003,-0.000679195,-0.00133516,9.99003,9.64083,0.177748,0.103167,0.00538945,0.118436,1
963,7.60782,0.500003,0.236434,7.6279,9.99009,-0.000681265,-0.00132546,9.99009,9.65085,0.176618,0.102655,0.00537022,0.114613,1
964,7.61784,0.500003,0.236423,7.63789,9.99015,-0.00068188,-0.00131549,9.99015,9.66087,0.175508,0.10215,0.00535115,0.11085,1
965,7.62786,0.500003,0.236412,7.64789,9.99021,-0.0006822,-0.00130515,9.99021,9.67089,0.174417,0.101653,0.00533238,0.107102,1
966,7.63788,0.500003,0.236401,7.65788,9.99026,-0.00068252,-0.00129481,9.99026,9.68091,0.173325,0.101156,0.00531361,0.103354,1
967,7.6479,0.500003,0.23639,7.66788,9.99032,-0.000682873,-0.00128485,9.99032,9.69094,0.172217,0.100651,0.00529453,0.0996028,1
968,7.65793,0.500003,0.236379,7.67787,9.99038,-0.000681535,-0.00127425,9.99038,9.70096,0.171149,0.100163,0.00527597,0.0959139,1
969,7.66795,0.500003,0.236367,7.68787,9.99043,-0.000680096,-0.00126352,9.99043,9.71098,0.170088,0.0996764,0.0052575,0.0922292,1
970,7.67797,0.500003,0.236356,7.69786,9.99049,-0.000678656,-0.0012528,9.99049,9.721,0.169026,0.0991903,0.00523904,0.0885446,1
971,7.68799,0.500003,0.236345,7.70786,9.99055,-0.00067716,-0.00124256,9.99055,9.73102,0.167945,0.098695,0.0052202,0.0848597,1
972,7.69801,0.500003,0.236334,7.71785,9.9906,-0.000673872,-0.00123149,9.9906,9.74104,0.166912,0.0982195,0.00520205,0.0812406,1
973,7.70803,0.500003,0.236323,7.72785,9.99065,-0.000670585,-0.00122041,9.99065,9.75107,0.16588,0.0977441,0.00518389,0.0776216,1
974,7.71806,0.500003,0.236312,7.73784,9.9907,-0.000667297,-0.00120933,9.9907,9.76109,0.164847,0.0972686,0.00516573,0.0740025,1
975,7.72808,0.500003,0.236301,7.74784,9.99076,-0.000663821,-0.00119879,9.99076,9.77111,0.163798,0.0967852,0.00514723,0.070396,1
976,7.7381,0.500003,0.23629,7.75784,9.99081,-0.000658989,-0.00118769,9.99081,9.78113,0.162793,0.0963202,0.00512938,0.066875,1
977,7.74812,0.500003,0.236278,7.76783,9.99085,-0.000654157,-0.00117658,9.99085,9.79115,0.161789,0.0958552,0.00511152,0.0633539,1
978,7.75814,0.500003,0.236267,7.77783,9.9909,-0.000649325,-0.00116548,9.9909,9.80117,0.160784,0.0953902,0.00509367,0.0598328,1
979,7.76816,0.500003,0.236256,7.78782,9.99095,-0.000644131,-0.00115488,9.99095,9.8112,0.159766,0.0949183,0.0050755,0.056352,1
980,7.77819,0.500003,0.236245,7.79782,9.99099,-0.000637904,-0.00114353,9.99099,9.82122,0.158789,0.0944636,0.00505795,0.0530024,1
981,7.78821,0.500003,0.236234,7.80782,9.99104,-0.000631677,-0.00113218,9.99104,9.83124,0.157812,0.0940088,0.00504039,0.0496528,1
982,7.79823,0.500003,0.236223,7.81781,9.99108,-0.000625449,-0.00112083,9.99108,9.84126,0.156835,0.093554,0.00502283,0.0463031,1
983,7.80825,0.500003,0.236212,7.82781,9.99112,-0.000618783,-0.00111026,9.99112,9.85128,0.155847,0.0930935,0.005005,0.0430477,1
984,7.81827,0.500003,0.236201,7.8378,9.99116,-0.000611367,-0.00109903,9.99116,9.8613,0.154897,0.0926487,0.00498774,0.0399723,1
985,7.82829,0.500003,0.236189,7.8478,9.99119,-0.00060395,-0.00108779,9.99119,9.87132,0.153946,0.0922039,0.00497048,0.0368969,1
986,7.83832,0.500003,0.236178,7.8578,9.99123,-0.000596534,-0.00107655,9.99123,9.88135,0.152995,0.0917591,0.00495322,0.0338214,1
987,7.84834,0.500003,0.236167,7.86779,9.99127,-0.00058829,-0.00106602,9.99127,9.89137,0.152037,0.0913095,0.00493571,0.0309139,1
988,7.85836,0.500003,0.236156,7.87779,9.9913,-0.000579278,-0.00105457,9.9913,9.90139,0.151112,0.0908745,0.00491873,0.028216,1
989,7.86838,0.500003,0.236145,7.88779,9.99133,-0.000570267,-0.00104311,9.99133,9.91141,0.150187,0.0904394,0.00490176,0.0255182,1
990,7.8784,0.500003,0.236134,7.89778,9.99136,-0.000561255,-0.00103165,9.99136,9.92143,0.149262,0.0900043,0.00488479,0.0228203,1
991,7.88842,0.500003,0.236123,7.90778,9.99139,-0.000550808,-0.00102122,9.99139,9.93145,0.148331,0.0895654,0.0048676,0.0203671,1
992,7.89845,0.500003,0.236112,7.91778,9.99142,-0.000539467,-0.0010099,9.99142,9.94148,0.147431,0.0891399,0.00485091,0.0181129,1
993,7.90847,0.500003,0.2361,7.92777,9.99145,-0.000528126,-0.000998572,9.99145,9.9515,0.146531,0.0887143,0.00483423,0.0158587,1
994,7.91849,0.500003,0.236089,7.93777,9.99148,-0.000516785,-0.000987248,9.99148,9.96152,0.14563,0.0882888,0.00481755,0.0136046,1
995,7.92851,0.500003,0.236078,7.94777,9.99152,-0.000503692,-0.00097697,9.99152,9.97154,0.14473,0.0878625,0.0048008,0.0116545,1
996,7.93853,0.500003,0.236067,7.95776,9.99155,-0.000489908,-0.000965945,9.99155,9.98156,0.143859,0.0874496,0.0047846,0.00986272,1
997,7.94855,0.500003,0.236056,7.96776,9.99159,-0.000476123,-0.00095492,9.99159,9.99158,0.142988,0.0870367,0.00476841,0.00807094,1
998,7.95858,0.500003,0.236045,7.97776,9.99162,-0.00046232,-0.000943981,9.99162,10.0016,0.142115,0.0866227,0.00475216,0.0062791,1
999,7.9686,0.500003,0.236034,7.98776,9.99165,-0.000453252,-0.000937842,9.99165,10.0116,0.141567,0.0863632,0.00474197,0.00470813,1
1000,7.97862,0.500003,0.236022,7.99775,9.99167,-0.000445801,-0.000932404,9.99167,10.0216,0.141141,0.0861611,0.00473406,0.00320578,1
