Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,arc_length,epsilon,k,nut,p,vtkValidPointMask
0,-2.04303,0.500003,0.247151,2.11779,nan,nan,nan,nan,0,nan,nan,nan,nan,0
1,-2.033,0.500003,0.24714,2.10812,nan,nan,nan,nan,0.0100217,nan,nan,nan,nan,0
2,-2.02298,0.500003,0.247128,2.09846,nan,nan,nan,nan,0.0200434,nan,nan,nan,nan,0
3,-2.01296,0.500003,0.247117,2.0888,nan,nan,nan,nan,0.0300648,nan,nan,nan,nan,0
4,-2.00294,0.500003,0.247106,2.07914,nan,nan,nan,nan,0.0400865,nan,nan,nan,nan,0
5,-1.99292,0.500003,0.247095,2.06949,9.74612,-0.00198393,0.0108271,9.74613,0.0501082,0.699148,0.356472,0.0163639,31.043,1
6,-1.9829,0.500003,0.247084,2.05984,9.74256,-0.0048899,0.0243195,9.74259,0.0601299,0.698527,0.356595,0.0163898,31.0516,1
7,-1.97287,0.500003,0.247073,2.05019,9.739,-0.00779583,0.0378117,9.73907,0.0701515,0.697906,0.356718,0.0164157,31.0603,1
8,-1.96285,0.500003,0.247062,2.04055,9.73543,-0.0107018,0.0513041,9.73557,0.0801732,0.697286,0.356841,0.0164416,31.069,1
9,-1.95283,0.500003,0.247051,2.03091,9.72985,-0.0128357,0.0622594,9.73006,0.0901949,0.696459,0.356814,0.0164581,31.0982,1
10,-1.94281,0.500003,0.247039,2.02127,9.72352,-0.0148571,0.0715605,9.72379,0.100216,0.695964,0.356874,0.0164754,31.1329,1
11,-1.93279,0.500003,0.247028,2.01164,9.71718,-0.0168785,0.0808616,9.71753,0.110238,0.695468,0.356935,0.0164928,31.1676,1
12,-1.92277,0.500003,0.247017,2.00201,9.71084,-0.0189,0.0901627,9.71128,0.12026,0.694972,0.356996,0.0165101,31.2023,1
13,-1.91274,0.500003,0.247006,1.99239,9.70149,-0.0209209,0.100609,9.70203,0.130281,0.694312,0.357008,0.0165265,31.267,1
14,-1.90272,0.500003,0.246995,1.98277,9.69148,-0.022995,0.110179,9.69214,0.140303,0.693984,0.357131,0.0165458,31.3358,1
15,-1.8927,0.500003,0.246984,1.97315,9.68148,-0.0250691,0.11975,9.68225,0.150325,0.693657,0.357255,0.016565,31.4047,1
16,-1.88268,0.500003,0.246973,1.96354,9.67138,-0.0271412,0.129426,9.67228,0.160346,0.693305,0.35737,0.016584,31.4746,1
17,-1.87266,0.500003,0.246962,1.95393,9.6583,-0.0292449,0.140208,9.65936,0.170368,0.692906,0.357477,0.0166032,31.5732,1
18,-1.86264,0.500003,0.24695,1.94432,9.64476,-0.0313945,0.150176,9.64598,0.18039,0.692812,0.357688,0.016625,31.6741,1
19,-1.85261,0.500003,0.246939,1.93472,9.63122,-0.0335442,0.160143,9.63261,0.190411,0.692719,0.357899,0.0166468,31.775,1
20,-1.84259,0.500003,0.246928,1.92513,9.61737,-0.0356891,0.170526,9.61895,0.200433,0.692538,0.358082,0.0166679,31.8793,1
21,-1.83257,0.500003,0.246917,1.91554,9.60066,-0.0379026,0.18157,9.60246,0.210455,0.692525,0.35833,0.0166911,32.0085,1
22,-1.82255,0.500003,0.246906,1.90595,9.58356,-0.0401496,0.192029,9.58556,0.220476,0.69274,0.358657,0.0167164,32.1397,1
23,-1.81253,0.500003,0.246895,1.89637,9.56645,-0.0423966,0.202487,9.56868,0.230498,0.692956,0.358985,0.0167417,32.271,1
24,-1.80251,0.500003,0.246884,1.88679,9.54884,-0.0446395,0.213714,9.55134,0.24052,0.693025,0.359262,0.0167657,32.4078,1
25,-1.79248,0.500003,0.246873,1.87722,9.52826,-0.0469853,0.225097,9.53104,0.250541,0.693502,0.359692,0.016794,32.5684,1
26,-1.78246,0.500003,0.246861,1.86765,9.5074,-0.0493511,0.236133,9.51046,0.260563,0.694121,0.360172,0.0168238,32.7303,1
27,-1.77244,0.500003,0.24685,1.85809,9.48655,-0.0517167,0.24717,9.48991,0.270585,0.694741,0.360652,0.0168536,32.8922,1
28,-1.76242,0.500003,0.246839,1.84853,9.46502,-0.0540823,0.259377,9.46873,0.280606,0.695154,0.36106,0.0168814,33.062,1
29,-1.7524,0.500003,0.246828,1.83897,9.44025,-0.0565832,0.271163,9.44432,0.290628,0.696256,0.361723,0.0169165,33.2552,1
30,-1.74238,0.500003,0.246817,1.82942,9.41541,-0.059089,0.28286,9.41984,0.300649,0.697396,0.3624,0.016952,33.4488,1
31,-1.73235,0.500003,0.246806,1.81988,9.39056,-0.0615949,0.294557,9.39538,0.310671,0.698537,0.363077,0.0169875,33.6423,1
32,-1.72233,0.500003,0.246795,1.81034,9.3647,-0.0641191,0.307689,9.36997,0.320693,0.699505,0.363693,0.0170214,33.8467,1
33,-1.71231,0.500003,0.246784,1.80081,9.3356,-0.0667862,0.320127,9.34133,0.330714,0.701316,0.364622,0.0170642,34.0728,1
34,-1.70229,0.500003,0.246772,1.79128,9.3065,-0.0694533,0.332564,9.3127,0.340736,0.703127,0.365551,0.017107,34.2989,1
35,-1.69227,0.500003,0.246761,1.78176,9.2774,-0.0721204,0.345,9.2841,0.350758,0.704938,0.36648,0.0171497,34.525,1
36,-1.68225,0.500003,0.24675,1.77224,9.24679,-0.0748339,0.359083,9.25406,0.360779,0.70669,0.367389,0.017192,34.7655,1
37,-1.67222,0.500003,0.246739,1.76273,9.21313,-0.0776824,0.372337,9.22098,0.370801,0.709367,0.368642,0.017244,35.0249,1
38,-1.6622,0.500003,0.246728,1.75322,9.17947,-0.0805308,0.385591,9.18792,0.380823,0.712044,0.369895,0.017296,35.2843,1
39,-1.65218,0.500003,0.246717,1.74372,9.14581,-0.0833793,0.398845,9.15489,0.390844,0.714721,0.371149,0.017348,35.5437,1
40,-1.64216,0.500003,0.246706,1.73423,9.11005,-0.0863063,0.413993,9.11986,0.400866,0.717515,0.372443,0.0174011,35.8212,1
41,-1.63214,0.500003,0.246694,1.72474,9.07147,-0.0893547,0.428139,9.08201,0.410888,0.721317,0.374113,0.0174649,36.1148,1
42,-1.62212,0.500003,0.246683,1.71526,9.0329,-0.0924031,0.442286,9.0442,0.420909,0.72512,0.375783,0.0175286,36.4083,1
43,-1.61209,0.500003,0.246672,1.70578,8.99433,-0.0954515,0.456433,9.00641,0.430931,0.728923,0.377454,0.0175923,36.7018,1
44,-1.60207,0.500003,0.246661,1.69631,8.95295,-0.098613,0.472762,8.96597,0.440953,0.733112,0.37926,0.0176596,37.0174,1
45,-1.59205,0.500003,0.24665,1.68685,8.90906,-0.101876,0.487872,8.92299,0.450974,0.738391,0.381469,0.0177381,37.3457,1
46,-1.58203,0.500003,0.246639,1.67739,8.86517,-0.105139,0.502982,8.88005,0.460996,0.743671,0.383679,0.0178167,37.6741,1
47,-1.57201,0.500003,0.246628,1.66794,8.82128,-0.108403,0.518092,8.83714,0.471018,0.74895,0.385889,0.0178952,38.0024,1
48,-1.56199,0.500003,0.246617,1.6585,8.77376,-0.111814,0.53571,8.79081,0.481039,0.755032,0.388377,0.017981,38.3568,1
49,-1.55196,0.500003,0.246605,1.64906,8.72409,-0.115301,0.551841,8.74228,0.491061,0.762271,0.39129,0.0180783,38.7205,1
50,-1.54194,0.500003,0.246594,1.63963,8.67442,-0.118788,0.567971,8.6938,0.501082,0.76951,0.394203,0.0181757,39.0841,1
51,-1.53192,0.500003,0.246583,1.63021,8.62467,-0.12228,0.584354,8.64531,0.511104,0.776727,0.397106,0.0182728,39.4487,1
52,-1.5219,0.500003,0.246572,1.6208,8.57049,-0.125941,0.603094,8.5926,0.521126,0.785433,0.40052,0.0183828,39.8414,1
53,-1.51188,0.500003,0.246561,1.61139,8.51452,-0.129652,0.620275,8.53807,0.531147,0.795307,0.404355,0.0185041,40.2405,1
54,-1.50186,0.500003,0.24655,1.60199,8.45856,-0.133363,0.637457,8.48359,0.541169,0.805182,0.40819,0.0186253,40.6395,1
55,-1.49183,0.500003,0.246539,1.59259,8.40233,-0.137092,0.655552,8.42898,0.551191,0.814995,0.411998,0.0187457,41.0416,1
56,-1.48181,0.500003,0.246528,1.58321,8.34094,-0.140986,0.675049,8.3694,0.561212,0.827374,0.416673,0.0188876,41.4711,1
57,-1.47179,0.500003,0.246516,1.57383,8.27812,-0.144908,0.693269,8.30836,0.571234,0.840846,0.421729,0.0190392,41.9052,1
58,-1.46177,0.500003,0.246505,1.56446,8.21529,-0.148831,0.711489,8.24739,0.581256,0.854318,0.426785,0.0191908,42.3393,1
59,-1.45175,0.500003,0.246494,1.5551,8.15198,-0.152787,0.731404,8.18615,0.591277,0.867727,0.431809,0.0193415,42.7784,1
60,-1.44173,0.500003,0.246483,1.54575,8.08269,-0.156881,0.751516,8.11906,0.601299,0.885275,0.438189,0.0195243,43.2436,1
61,-1.4317,0.500003,0.246472,1.5364,8.01239,-0.160986,0.7707,8.05098,0.611321,0.903741,0.444876,0.0197145,43.7116,1
62,-1.42168,0.500003,0.246461,1.52707,7.94209,-0.16509,0.789884,7.98298,0.621342,0.922208,0.451563,0.0199046,44.1796,1
63,-1.41166,0.500003,0.24645,1.51774,7.87104,-0.169246,0.811677,7.91459,0.631364,0.940695,0.458243,0.0200946,44.6544,1
64,-1.40164,0.500003,0.246439,1.50842,7.79313,-0.173485,0.832165,7.83935,0.641386,0.965644,0.466949,0.0203298,45.1531,1
65,-1.39162,0.500003,0.246427,1.49911,7.71472,-0.177725,0.852159,7.76367,0.651407,0.991163,0.475836,0.0205691,45.6529,1
66,-1.3816,0.500003,0.246416,1.48981,7.6363,-0.181964,0.872154,7.6881,0.661429,1.01668,0.484722,0.0208083,46.1527,1
67,-1.37157,0.500003,0.246405,1.48052,7.55676,-0.18627,0.895756,7.61194,0.671451,1.04257,0.493706,0.0210499,46.661,1
68,-1.36155,0.500003,0.246394,1.47124,7.4696,-0.190574,0.916306,7.52801,0.681472,1.07826,0.505595,0.0213517,47.1894,1
69,-1.35153,0.500003,0.246383,1.46197,7.38244,-0.194878,0.936855,7.4442,0.691494,1.11396,0.517484,0.0216534,47.7178,1
70,-1.34151,0.500003,0.246372,1.4527,7.29529,-0.199181,0.957405,7.36054,0.701515,1.14965,0.529373,0.0219552,48.2461,1
71,-1.33149,0.500003,0.246361,1.44345,7.2021,-0.203625,0.981228,7.27149,0.711537,1.18946,0.542451,0.0222825,48.798,1
72,-1.32147,0.500003,0.24635,1.43421,7.06324,-0.208844,0.993007,7.13576,0.721559,1.26067,0.564707,0.0228033,49.4909,1
73,-1.31144,0.500003,0.246338,1.42498,6.92438,-0.214063,1.00479,7.00018,0.73158,1.33187,0.586962,0.0233242,50.1838,1
74,-1.30142,0.500003,0.246327,1.41576,6.78553,-0.219281,1.01657,6.86475,0.741602,1.40308,0.609218,0.023845,50.8767,1
75,-1.2914,0.500003,0.246316,1.40655,6.65252,-0.224173,1.0355,6.73636,0.751624,1.47589,0.631638,0.0243616,51.5645,1
76,-1.28138,0.500003,0.246305,1.39736,6.55353,-0.227642,1.05854,6.64237,0.761645,1.54631,0.65243,0.0248172,52.0996,1
77,-1.27136,0.500003,0.246294,1.38817,6.45455,-0.231111,1.08159,6.54862,0.771667,1.61673,0.673221,0.0252729,52.6347,1
78,-1.26134,0.500003,0.246283,1.379,6.35556,-0.234579,1.10463,6.4551,0.781689,1.68716,0.694013,0.0257286,53.1698,1
79,-1.25132,0.500003,0.246272,1.36983,6.29468,-0.23694,1.14112,6.40166,0.79171,1.74549,0.710464,0.0260647,53.5875,1
80,-1.24129,0.500003,0.24626,1.36068,6.2471,-0.238914,1.18239,6.3625,0.801732,1.79995,0.725471,0.0263597,53.963,1
81,-1.23127,0.500003,0.246249,1.35154,6.19952,-0.240887,1.22367,6.32373,0.811754,1.8544,0.740478,0.0266548,54.3385,1
82,-1.22125,0.500003,0.246238,1.34242,6.1401,-0.243151,1.26431,6.27363,0.821775,1.91405,0.757078,0.0269856,54.7477,1
83,-1.21123,0.500003,0.246227,1.33331,6.02795,-0.244227,1.27795,6.16676,0.831797,2.05475,0.790154,0.0274471,55.3673,1
84,-1.20121,0.500003,0.246216,1.32421,5.82008,-0.242758,1.27172,5.96234,0.841819,2.2881,0.848003,0.0283962,56.2885,1
85,-1.19119,0.500003,0.246205,1.31512,5.64196,-0.240058,1.25476,5.78479,0.85184,2.59934,0.915318,0.0292224,57.0971,1
86,-1.18116,0.500003,0.246194,1.30605,5.51202,-0.235784,1.22377,5.65115,0.861862,3.01374,0.99426,0.0298424,57.729,1
87,-1.17114,0.500003,0.246183,1.29699,5.4157,-0.232378,1.21057,5.55422,0.871884,3.62311,1.0909,0.0302048,58.4159,1
88,-1.16112,0.500003,0.246171,1.28795,5.29368,-0.228667,1.1963,5.43198,0.881905,4.32823,1.20254,0.0305939,59.2435,1
89,-1.1511,0.500003,0.24616,1.27892,5.07396,-0.213917,1.04758,5.18539,0.891927,6.74966,1.51785,0.0316632,60.5701,1
90,-1.14108,0.500003,0.246149,1.2699,4.98461,-0.199684,0.880797,5.06577,0.901949,8.50089,1.71953,0.0323815,60.2603,1
91,-1.13106,0.500003,0.246138,1.2609,4.23635,-0.120664,-0.202739,4.24291,0.91197,15.2979,2.47078,0.036092,51.6324,1
92,-1.12103,0.500003,0.246127,1.25192,3.98272,-0.084332,-0.789891,4.06117,0.921992,18.0832,2.72558,0.0371037,36.4641,1
93,-1.11101,0.500003,0.246116,1.24295,3.93532,-0.0428288,-1.2393,4.12607,0.932014,19.8367,2.89396,0.0380523,5.90784,1
94,-1.10099,0.500003,0.246105,1.234,3.95615,-0.0243832,-1.26166,4.15253,0.942035,20.089,2.91787,0.0382302,-6.33686,1
95,-1.09097,0.500003,0.246094,1.22506,3.95026,-0.0174718,-1.21569,4.13313,0.952057,20.2638,2.92593,0.0381119,-8.78176,1
96,-1.08095,0.500003,0.246082,1.21614,3.85789,-0.00575131,-1.03844,3.99521,0.962078,19.8595,2.89115,0.0379823,-9.66579,1
97,-1.07093,0.500003,0.246071,1.20724,3.84263,-0.000982084,-0.97103,3.96342,0.9721,19.8756,2.88127,0.0377181,-9.64966,1
98,-1.0609,0.500003,0.24606,1.19836,3.86218,0.00377675,-0.92047,3.97035,0.982122,19.8392,2.86795,0.0374864,-9.55963,1
99,-1.05088,0.500003,0.246049,1.18949,3.88376,0.00814336,-0.8647,3.97886,0.992143,19.2846,2.8227,0.0374072,-9.37329,1
100,-1.04086,0.500003,0.246038,1.18065,3.91157,0.0126429,-0.815802,3.99576,1.00216,18.955,2.78909,0.0371739,-9.28477,1
101,-1.03084,0.500003,0.246027,1.17182,3.96418,0.0182694,-0.759341,4.03629,1.01219,18.7411,2.75484,0.0367158,-9.49054,1
102,-1.02082,0.500003,0.246016,1.16301,4.01113,0.0225453,-0.71084,4.07369,1.02221,18.4807,2.71935,0.0363818,-9.63474,1
103,-1.0108,0.500003,0.246005,1.15422,4.03796,0.0251889,-0.684284,4.09561,1.03223,18.4209,2.70578,0.0361446,-9.78212,1
104,-1.00077,0.500003,0.245993,1.14545,4.06479,0.0278423,-0.657695,4.11775,1.04225,18.3603,2.69221,0.0359071,-9.92979,1
105,-0.990752,0.500003,0.245982,1.13671,4.09162,0.0304957,-0.631107,4.14012,1.05227,18.2996,2.67863,0.0356696,-10.0775,1
106,-0.980731,0.500003,0.245971,1.12798,4.12542,0.0341038,-0.598789,4.16878,1.06229,18.1175,2.65453,0.0354067,-10.2433,1
107,-0.970709,0.500003,0.24596,1.11927,4.1658,0.0385246,-0.564642,4.20407,1.07232,17.7506,2.62098,0.0352401,-10.3982,1
108,-0.960688,0.500003,0.245949,1.11059,4.20618,0.0429455,-0.530495,4.23972,1.08234,17.3837,2.58743,0.0350734,-10.5532,1
109,-0.950666,0.500003,0.245938,1.10193,4.24657,0.0473664,-0.496347,4.27574,1.09236,17.0167,2.55389,0.0349068,-10.7081,1
110,-0.940644,0.500003,0.245927,1.0933,4.2716,0.0506947,-0.472515,4.29795,1.10238,16.6489,2.52416,0.0347426,-10.8406,1
111,-0.930623,0.500003,0.245916,1.08468,4.29573,0.0514553,-0.45328,4.31988,1.1124,16.3455,2.49833,0.0346278,-10.995,1
112,-0.920601,0.500003,0.245904,1.07609,4.3207,0.0518176,-0.434035,4.34275,1.12242,16.0846,2.47387,0.0345094,-11.1566,1
113,-0.910579,0.500003,0.245893,1.06753,4.34566,0.05218,-0.414789,4.36573,1.13245,15.8237,2.44942,0.034391,-11.3181,1
114,-0.900558,0.500003,0.245882,1.05899,4.3745,0.0522872,-0.393057,4.39244,1.14247,15.4829,2.41887,0.034253,-11.4896,1
115,-0.890536,0.500003,0.245871,1.05048,4.4091,0.053116,-0.371001,4.425,1.15249,15.1018,2.38623,0.0341617,-11.6767,1
116,-0.880514,0.500003,0.24586,1.042,4.42963,0.0512353,-0.35149,4.44385,1.16251,14.7743,2.35539,0.0340208,-11.8329,1
117,-0.870493,0.500003,0.245849,1.03354,4.44144,0.0476713,-0.333551,4.4542,1.17253,14.4798,2.32565,0.0338494,-11.9698,1
118,-0.860471,0.500003,0.245838,1.02511,4.46248,0.0462241,-0.31622,4.47391,1.18255,14.1609,2.29698,0.0337393,-12.0716,1
119,-0.850449,0.500003,0.245826,1.01671,4.48653,0.0460035,-0.301448,4.49688,1.19258,13.8882,2.27165,0.0336346,-12.1709,1
120,-0.840428,0.500003,0.245815,1.00834,4.49784,0.0438923,-0.281553,4.50686,1.2026,13.5746,2.23844,0.0333853,-12.2682,1
121,-0.830406,0.500003,0.245804,0.999998,4.50215,0.0408433,-0.263305,4.51003,1.21262,13.3492,2.20631,0.0329871,-12.3828,1
122,-0.820385,0.500003,0.245793,0.991689,4.50816,0.0387384,-0.24618,4.51504,1.22264,13.1088,2.17811,0.0327747,-12.4478,1
123,-0.810363,0.500003,0.245782,0.983412,4.52326,0.0362633,-0.23629,4.52957,1.23266,12.8812,2.15552,0.0326736,-12.4776,1
124,-0.800341,0.500003,0.245771,0.975168,4.53836,0.0337881,-0.226399,4.54413,1.24268,12.6536,2.13293,0.0325725,-12.5073,1
125,-0.79032,0.500003,0.24576,0.966957,4.55346,0.031313,-0.216509,4.55872,1.25271,12.426,2.11034,0.0324714,-12.5371,1
126,-0.780298,0.500003,0.245749,0.95878,4.54757,0.0280151,-0.204362,4.55224,1.26273,12.221,2.08746,0.0322983,-12.552,1
127,-0.770276,0.500003,0.245737,0.950639,4.53652,0.0252373,-0.192465,4.54067,1.27275,12.0451,2.06595,0.0321028,-12.5632,1
128,-0.760255,0.500003,0.245726,0.942534,4.52548,0.0224595,-0.180567,4.52913,1.28277,11.8691,2.04443,0.0319074,-12.5745,1
129,-0.750233,0.500003,0.245715,0.934467,4.51397,0.0196935,-0.16733,4.51711,1.29279,11.6733,2.02178,0.0317169,-12.5835,1
130,-0.740211,0.500003,0.245704,0.926437,4.4934,0.0154758,-0.151208,4.49597,1.30281,11.4055,1.99276,0.0315472,-12.5281,1
131,-0.73019,0.500003,0.245693,0.918447,4.4739,0.0147703,-0.136761,4.47601,1.31284,11.1261,1.96635,0.0314904,-12.4708,1
132,-0.720168,0.500003,0.245682,0.910497,4.4544,0.0140649,-0.122314,4.4561,1.32286,10.8467,1.93994,0.0314335,-12.4134,1
133,-0.710146,0.500003,0.245671,0.902588,4.4349,0.0133594,-0.107867,4.43623,1.33288,10.5673,1.91354,0.0313766,-12.356,1
134,-0.700125,0.500003,0.24566,0.894721,4.41436,0.0117948,-0.0972139,4.41544,1.3429,10.3427,1.89117,0.0312901,-12.2875,1
135,-0.690103,0.500003,0.245648,0.886898,4.39528,0.0101522,-0.0879968,4.39618,1.35292,10.1471,1.87031,0.0311929,-12.2242,1
136,-0.680081,0.500003,0.245637,0.87912,4.37621,0.00850955,-0.0787797,4.37692,1.36294,9.95148,1.84946,0.0310957,-12.161,1
137,-0.67006,0.500003,0.245626,0.871387,4.35617,0.00691493,-0.0694264,4.35673,1.37297,9.74996,1.82835,0.0310029,-12.0939,1
138,-0.660038,0.500003,0.245615,0.863701,4.33259,0.00555034,-0.0615469,4.33303,1.38299,9.55859,1.80815,0.0309181,-12.0109,1
139,-0.650017,0.500003,0.245604,0.856064,4.30998,0.00415074,-0.0543238,4.31032,1.39301,9.38162,1.78868,0.0308266,-11.931,1
140,-0.639995,0.500003,0.245593,0.848476,4.28737,0.00275114,-0.0471007,4.28763,1.40303,9.20465,1.76921,0.030735,-11.8511,1
141,-0.629973,0.500003,0.245582,0.84094,4.26411,0.00138249,-0.0403589,4.2643,1.41305,9.03168,1.75006,0.0306448,-11.7685,1
142,-0.619952,0.500003,0.245571,0.833455,4.23727,0.000134964,-0.0343839,4.23741,1.42307,8.853,1.73094,0.0305683,-11.6727,1
143,-0.60993,0.500003,0.245559,0.826025,4.21193,-0.00118533,-0.0291891,4.21204,1.4331,8.69332,1.71268,0.0304776,-11.5816,1
144,-0.599908,0.500003,0.245548,0.818649,4.18659,-0.00250562,-0.0239943,4.18666,1.44312,8.53363,1.69443,0.0303869,-11.4904,1
145,-0.589887,0.500003,0.245537,0.811331,4.15903,-0.00379156,-0.0189798,4.15908,1.45314,8.36391,1.67589,0.0303107,-11.3926,1
146,-0.579865,0.500003,0.245526,0.80407,4.13177,-0.00505005,-0.0156817,4.13181,1.46316,8.21847,1.65885,0.0302269,-11.2943,1
147,-0.569843,0.500003,0.245515,0.79687,4.10452,-0.00630855,-0.0123836,4.10454,1.47318,8.07304,1.64181,0.0301431,-11.1961,1
148,-0.559822,0.500003,0.245504,0.789731,4.07726,-0.00756704,-0.00908558,4.07728,1.4832,7.92761,1.62478,0.0300593,-11.0978,1
149,-0.5498,0.500003,0.245493,0.782655,4.04788,-0.00883958,-0.0063511,4.0479,1.49323,7.77589,1.60773,0.0299914,-10.9942,1
150,-0.539778,0.500003,0.245482,0.775645,4.01936,-0.0100933,-0.00485829,4.01937,1.50325,7.64322,1.59181,0.0299143,-10.8921,1
151,-0.529757,0.500003,0.24547,0.768701,3.99084,-0.0113471,-0.00336548,3.99085,1.51327,7.51055,1.5759,0.0298372,-10.7901,1
152,-0.519735,0.500003,0.245459,0.761825,3.96231,-0.0126008,-0.00187264,3.96234,1.52329,7.37788,1.55998,0.0297601,-10.6881,1
153,-0.509714,0.500003,0.245448,0.75502,3.93186,-0.01391,-0.00126029,3.93188,1.53331,7.24206,1.54431,0.0297007,-10.5824,1
154,-0.499692,0.500003,0.245437,0.748287,3.90262,-0.0151825,-0.00145977,3.90265,1.54333,7.12086,1.52944,0.0296303,-10.4793,1
155,-0.48967,0.500003,0.245426,0.741629,3.87339,-0.016455,-0.00165925,3.87343,1.55336,6.99967,1.51457,0.0295599,-10.3761,1
156,-0.479649,0.500003,0.245415,0.735047,3.84416,-0.0177275,-0.00185873,3.8442,1.56338,6.87847,1.4997,0.0294894,-10.2729,1
157,-0.469627,0.500003,0.245404,0.728543,3.81324,-0.0190884,-0.00318788,3.81329,1.5734,6.75686,1.48534,0.0294392,-10.1679,1
158,-0.459605,0.500003,0.245392,0.72212,3.78378,-0.0203866,-0.00495296,3.78384,1.58342,6.64608,1.47146,0.0293758,-10.0656,1
159,-0.449584,0.500003,0.245381,0.715779,3.75433,-0.0216847,-0.00671805,3.7544,1.59344,6.5353,1.45759,0.0293125,-9.9633,1
160,-0.439562,0.500003,0.24537,0.709524,3.72487,-0.0229828,-0.00848314,3.72495,1.60346,6.42452,1.44371,0.0292492,-9.86099,1
161,-0.42954,0.500003,0.245359,0.703355,3.694,-0.0243957,-0.0115499,3.6941,1.61349,6.31584,1.43063,0.0292097,-9.75865,1
162,-0.419519,0.500003,0.245348,0.697276,3.66475,-0.0257199,-0.0147389,3.66487,1.62351,6.21465,1.41773,0.0291544,-9.65876,1
163,-0.409497,0.500003,0.245337,0.691289,3.6355,-0.0270442,-0.017928,3.63565,1.63353,6.11346,1.40483,0.0290992,-9.55886,1
164,-0.399475,0.500003,0.245326,0.685396,3.60625,-0.0283684,-0.0211171,3.60643,1.64355,6.01227,1.39192,0.0290439,-9.45896,1
165,-0.389454,0.500003,0.245315,0.6796,3.57585,-0.0298298,-0.0256909,3.57607,1.65357,5.91565,1.38017,0.0290181,-9.36087,1
166,-0.379432,0.500003,0.245303,0.673903,3.54716,-0.03118,-0.0301428,3.54743,1.66359,5.82348,1.36826,0.0289726,-9.26463,1
167,-0.369411,0.500003,0.245292,0.668308,3.51847,-0.0325301,-0.0345948,3.51879,1.67362,5.73131,1.35635,0.0289271,-9.1684,1
168,-0.359389,0.500003,0.245281,0.662817,3.48978,-0.0338802,-0.0390468,3.49016,1.68364,5.63914,1.34444,0.0288816,-9.07216,1
169,-0.349367,0.500003,0.24527,0.657432,3.46016,-0.0353849,-0.0448752,3.46063,1.69366,5.55411,1.33412,0.0288736,-8.97958,1
170,-0.339346,0.500003,0.245259,0.652158,3.43229,-0.0367598,-0.0504099,3.43286,1.70368,5.47066,1.32326,0.0288404,-8.88806,1
171,-0.329324,0.500003,0.245248,0.646996,3.40442,-0.0381346,-0.0559445,3.40509,1.7137,5.3872,1.31241,0.0288073,-8.79654,1
172,-0.319302,0.500003,0.245237,0.641948,3.37602,-0.0395586,-0.0616732,3.37682,1.72372,5.30472,1.30195,0.028786,-8.70535,1
173,-0.309281,0.500003,0.245226,0.637019,3.34796,-0.0410432,-0.0682997,3.34891,1.73375,5.23013,1.29282,0.0287888,-8.61895,1
174,-0.299259,0.500003,0.245214,0.632209,3.32111,-0.0424353,-0.0747221,3.32222,1.74377,5.15533,1.28313,0.0287716,-8.53303,1
175,-0.289237,0.500003,0.245203,0.627523,3.29426,-0.0438275,-0.0811445,3.29555,1.75379,5.08053,1.27344,0.0287544,-8.4471,1
176,-0.279216,0.500003,0.245192,0.622963,3.2663,-0.0453158,-0.0879164,3.2678,1.76381,5.00888,1.2648,0.0287658,-8.36214,1
177,-0.269194,0.500003,0.245181,0.618532,3.24006,-0.0467473,-0.0951106,3.2418,1.77383,4.94346,1.25677,0.02878,-8.28229,1
178,-0.259172,0.500003,0.24517,0.614232,3.21443,-0.0481352,-0.102209,3.21642,1.78385,4.87741,1.2484,0.0287831,-8.20258,1
179,-0.249151,0.500003,0.245159,0.610067,3.1888,-0.049523,-0.109308,3.19106,1.79388,4.81137,1.24002,0.0287863,-8.12287,1
180,-0.239129,0.500003,0.245148,0.606039,3.16148,-0.051026,-0.116849,3.16405,1.8039,4.75136,1.23345,0.0288365,-8.04495,1
181,-0.229108,0.500003,0.245137,0.60215,3.13725,-0.0523675,-0.124375,3.14015,1.81392,4.69421,1.22655,0.0288649,-7.9718,1
182,-0.219086,0.500003,0.245125,0.598404,3.11303,-0.0537091,-0.131902,3.11628,1.82394,4.63706,1.21964,0.0288932,-7.89865,1
183,-0.209064,0.500003,0.245114,0.594804,3.0888,-0.0550507,-0.139428,3.09244,1.83396,4.57992,1.21274,0.0289215,-7.82551,1
184,-0.199043,0.500003,0.245103,0.591351,3.06292,-0.0564477,-0.14735,3.06698,1.84398,4.53053,1.20794,0.0290022,-7.75506,1
185,-0.189021,0.500003,0.245092,0.588049,3.04028,-0.0576757,-0.155008,3.04477,1.85401,4.48232,1.20262,0.0290592,-7.68857,1
186,-0.178999,0.500003,0.245081,0.5849,3.01763,-0.0589037,-0.162666,3.02259,1.86403,4.4341,1.1973,0.0291161,-7.62207,1
187,-0.168978,0.500003,0.24507,0.581907,2.99499,-0.0601318,-0.170324,3.00043,1.87405,4.38589,1.19198,0.0291731,-7.55557,1
188,-0.158956,0.500003,0.245059,0.579071,2.97084,-0.0613115,-0.178292,2.97681,1.88407,4.34633,1.18889,0.0292835,-7.49256,1
189,-0.148934,0.500003,0.245048,0.576396,2.94998,-0.0623333,-0.185751,2.95648,1.89409,4.30674,1.18516,0.0293697,-7.43258,1
